transaction_id,customer_reference,order_id,gross_amount_minor,net_amount_minor,currency,created_at,counterparty_name,payment_method,status
TXN_B12_000059,UBER-INV-105674,ORD-UBER-INV-105674,92070,89850,INR,2026-08-13T22:07:00Z,Uber India Systems Pvt Ltd,NetBanking,SETTLED
TXN_B12_000060,SWIG-ORD-862344,ORD-SWIG-ORD-862344,121684,119251,INR,2026-08-13T12:43:00Z,Swiggy Bundl Technologies,NEFT,SETTLED
TXN_B12_000061,SWIG-ORD-807819,ORD-SWIG-ORD-807819,240044,235244,INR,2026-08-13T12:58:00Z,Swiggy Bundl Technologies,NEFT,SETTLED
TXN_B12_000062,BLNK-INV-876900,ORD-BLNK-INV-876900,203623,199907,INR,2026-08-13T10:23:00Z,Blinkit Commerce Pvt Ltd,UPI,SETTLED
TXN_B12_000063,FLPK-INV-510258,ORD-FLPK-INV-510258,160869,158399,INR,2026-08-14T08:45:00Z,Flipkart Internet Pvt Ltd,UPI,SETTLED
TXN_B12_000064,NYKA-INV-728552,ORD-NYKA-INV-728552,355697,348543,INR,2026-08-13T13:14:00Z,Nykaa E-Retail Pvt Ltd,NetBanking,SETTLED
TXN_B12_000065,BBAS-INV-638769,ORD-BBAS-INV-638769,379961,373363,INR,2026-08-14T04:03:00Z,BigBasket Supermarket Grocery,DebitCard,SETTLED
TXN_B12_000066,BBAS-INV-273239,ORD-BBAS-INV-273239,406680,397395,INR,2026-08-14T03:10:00Z,BigBasket Supermarket Grocery,UPI,SETTLED
TXN_B12_000067,PHNP-INV-188012,ORD-PHNP-INV-188012,217074,211761,INR,2026-08-13T13:12:00Z,PhonePe Payment Services,NEFT,SETTLED
TXN_B12_000068,UBER-ORD-750997,ORD-UBER-ORD-750997,60824,59608,INR,2026-08-13T13:45:00Z,Uber India Systems Pvt Ltd,UPI,SETTLED
TXN_B12_000069,UBER-ORD-878546,ORD-UBER-ORD-878546,213509,209239,INR,2026-08-13T14:00:00Z,Uber India Systems Pvt Ltd,UPI,SETTLED
TXN_B12_000070,BLNK-INV-917804,ORD-BLNK-INV-917804,82469,80492,INR,2026-08-14T06:05:00Z,Blinkit Commerce Pvt Ltd,NEFT,SETTLED
TXN_B12_000071,OLAA-ORD-384125,ORD-OLAA-ORD-384125,229445,224857,INR,2026-08-14T03:20:00Z,Ola ANI Technologies,CreditCard,SETTLED
TXN_B12_000072,OLAA-ORD-611928,ORD-OLAA-ORD-611928,180488,176879,INR,2026-08-14T03:35:00Z,Ola ANI Technologies,CreditCard,SETTLED
TXN_B12_000073,FLPK-INV-390204,ORD-FLPK-INV-390204,204327,201014,INR,2026-08-13T09:59:00Z,Flipkart Internet Pvt Ltd,CreditCard,SETTLED
TXN_B12_000074,MMTR-INV-398395,ORD-MMTR-INV-398395,34092,33528,INR,2026-08-14T07:50:00Z,MakeMyTrip India Pvt Ltd,DebitCard,SETTLED
TXN_B12_000075,SWIG-ORD-864173,ORD-SWIG-ORD-864173,26338,25812,INR,2026-08-14T08:06:00Z,Swiggy Bundl Technologies,CreditCard,SETTLED
TXN_B12_000076,SWIG-ORD-417550,ORD-SWIG-ORD-417550,219924,215526,INR,2026-08-14T08:21:00Z,Swiggy Bundl Technologies,CreditCard,SETTLED
TXN_B12_000077,SWIG-ORD-772024,ORD-SWIG-ORD-772024,174753,171258,INR,2026-08-14T08:36:00Z,Swiggy Bundl Technologies,CreditCard,SETTLED
TXN_B12_000078,AMZN-INV-227786,ORD-AMZN-INV-227786,143214,139797,INR,2026-08-13T13:46:00Z,Amazon Seller Services India,CreditCard,SETTLED
TXN_B12_000079,PHNP-ORD-474834,ORD-PHNP-ORD-474834,200739,196725,INR,2026-08-13T17:53:00Z,PhonePe Payment Services,UPI,SETTLED
TXN_B12_000080,PHNP-ORD-393121,ORD-PHNP-ORD-393121,243856,238979,INR,2026-08-13T18:08:00Z,PhonePe Payment Services,UPI,SETTLED
TXN_B12_000081,PHNP-ORD-361191,ORD-PHNP-ORD-361191,74682,73189,INR,2026-08-13T18:23:00Z,PhonePe Payment Services,UPI,SETTLED
TXN_B12_000082,BKMS-INV-831779,ORD-BKMS-INV-831779,125693,123322,INR,2026-08-13T17:43:00Z,BookMyShow Bigtree Entertainment,NEFT,SETTLED
TXN_B12_000083,MMTR-ORD-938169,ORD-MMTR-ORD-938169,161622,158390,INR,2026-08-14T08:58:00Z,MakeMyTrip India Pvt Ltd,CreditCard,SETTLED
TXN_B12_000084,MMTR-ORD-145649,ORD-MMTR-ORD-145649,143388,140521,INR,2026-08-14T09:13:00Z,MakeMyTrip India Pvt Ltd,CreditCard,SETTLED
TXN_B12_000085,OLAA-ORD-114137,ORD-OLAA-ORD-114137,221630,217198,INR,2026-08-13T18:34:00Z,Ola ANI Technologies,NetBanking,SETTLED
TXN_B12_000086,OLAA-ORD-933199,ORD-OLAA-ORD-933199,216703,212369,INR,2026-08-13T18:49:00Z,Ola ANI Technologies,NetBanking,SETTLED
TXN_B12_000087,AMZN-ORD-546459,ORD-AMZN-ORD-546459,91328,89502,INR,2026-08-14T05:13:00Z,Amazon Seller Services India,NEFT,SETTLED
TXN_B12_000088,AMZN-ORD-965474,ORD-AMZN-ORD-965474,216814,212478,INR,2026-08-14T05:28:00Z,Amazon Seller Services India,NEFT,SETTLED
TXN_B12_000089,NYKA-INV-527418,ORD-NYKA-INV-527418,36170,35291,INR,2026-08-13T12:38:00Z,Nykaa E-Retail Pvt Ltd,RTGS,SETTLED
TXN_B12_000090,BBAS-ORD-717295,ORD-BBAS-ORD-717295,128873,126296,INR,2026-08-13T19:13:00Z,BigBasket Supermarket Grocery,RTGS,SETTLED
TXN_B12_000091,BBAS-ORD-467110,ORD-BBAS-ORD-467110,68091,66730,INR,2026-08-13T19:28:00Z,BigBasket Supermarket Grocery,RTGS,SETTLED
TXN_B12_000092,PHNP-INV-213848,ORD-PHNP-INV-213848,390594,383783,INR,2026-08-14T00:01:00Z,PhonePe Payment Services,UPI,SETTLED
TXN_B12_000093,BKMS-INV-419762,ORD-BKMS-INV-419762,106809,104902,INR,2026-08-14T01:06:00Z,BookMyShow Bigtree Entertainment,RTGS,SETTLED
TXN_B12_000094,BLNK-INV-886615,ORD-BLNK-INV-886615,348715,340619,INR,2026-08-14T05:08:00Z,Blinkit Commerce Pvt Ltd,UPI,SETTLED
TXN_B12_000095,FLPK-ORD-275292,ORD-FLPK-ORD-275292,186851,183114,INR,2026-08-13T20:18:00Z,Flipkart Internet Pvt Ltd,NetBanking,SETTLED
TXN_B12_000096,FLPK-ORD-847121,ORD-FLPK-ORD-847121,214446,210158,INR,2026-08-13T20:33:00Z,Flipkart Internet Pvt Ltd,NetBanking,SETTLED
TXN_B12_000097,OLAA-INV-240725,ORD-OLAA-INV-240725,199075,195659,INR,2026-08-13T12:04:00Z,Ola ANI Technologies,NetBanking,SETTLED
TXN_B12_000098,MMTR-INV-693125,ORD-MMTR-INV-693125,196651,193643,INR,2026-08-13T23:21:00Z,MakeMyTrip India Pvt Ltd,NetBanking,SETTLED
TXN_B12_000099,MMTR-INV-626713,ORD-MMTR-INV-626713,349648,342552,INR,2026-08-13T20:05:00Z,MakeMyTrip India Pvt Ltd,DebitCard,SETTLED
TXN_B12_000100,PHNP-INV-881791,ORD-PHNP-INV-881791,190287,186300,INR,2026-08-14T01:48:00Z,PhonePe Payment Services,CreditCard,SETTLED
TXN_B12_000101,TATA-INV-837328,ORD-TATA-INV-837328,59478,58522,INR,2026-08-14T07:22:00Z,Tata Digital Private Limited,NetBanking,SETTLED
TXN_B12_000102,UBER-INV-484358,ORD-UBER-INV-484358,177496,173750,INR,2026-08-13T20:31:00Z,Uber India Systems Pvt Ltd,RTGS,SETTLED
TXN_B12_000103,FLPK-INV-585280,ORD-FLPK-INV-585280,35640,34955,INR,2026-08-14T00:46:00Z,Flipkart Internet Pvt Ltd,DebitCard,SETTLED
TXN_B12_000104,OLAA-INV-568899,ORD-OLAA-INV-568899,87220,85617,INR,2026-08-14T01:53:00Z,Ola ANI Technologies,DebitCard,SETTLED
TXN_B12_000105,FLPK-INV-272154,ORD-FLPK-INV-272154,188412,184678,INR,2026-08-13T15:58:00Z,Flipkart Internet Pvt Ltd,UPI,SETTLED
TXN_B12_000106,BBAS-EXC-870753,ORD-BBAS-EXC-870753,221301,216875,INR,2026-08-13T17:58:00Z,BigBasket Supermarket Grocery,DebitCard,PENDING
TXN_B12_000107,BLNK-INV-409156,ORD-BLNK-INV-409156,434074,426400,INR,2026-08-13T13:06:00Z,Blinkit Commerce Pvt Ltd,NEFT,SETTLED
TXN_B12_000108,PHNP-ORD-374236,ORD-PHNP-ORD-374236,113735,111461,INR,2026-08-14T03:51:00Z,PhonePe Payment Services,CreditCard,SETTLED
TXN_B12_000109,PHNP-ORD-788838,ORD-PHNP-ORD-788838,115894,113577,INR,2026-08-14T04:06:00Z,PhonePe Payment Services,CreditCard,SETTLED
TXN_B12_000110,PHNP-ORD-970428,ORD-PHNP-ORD-970428,229515,224925,INR,2026-08-14T04:21:00Z,PhonePe Payment Services,CreditCard,SETTLED
TXN_B12_000111,JIOO-INV-455842,ORD-JIOO-INV-455842,160478,157343,INR,2026-08-14T05:25:00Z,Reliance Retail / Jio Platforms,UPI,SETTLED
TXN_B12_000112,UBER-ORD-925079,ORD-UBER-ORD-925079,39895,39098,INR,2026-08-14T06:44:00Z,Uber India Systems Pvt Ltd,UPI,SETTLED
TXN_B12_000113,UBER-ORD-227435,ORD-UBER-ORD-227435,88314,86548,INR,2026-08-14T06:59:00Z,Uber India Systems Pvt Ltd,UPI,SETTLED
TXN_B12_000114,UBER-INV-673976,ORD-UBER-INV-673976,360561,354711,INR,2026-08-13T09:08:00Z,Uber India Systems Pvt Ltd,NEFT,SETTLED
TXN_B12_000115,PHNP-INV-714225,ORD-PHNP-INV-714225,249679,243535,INR,2026-08-13T21:43:00Z,PhonePe Payment Services,CreditCard,SETTLED
TXN_B12_000116,OLAA-INV-793495,ORD-OLAA-INV-793495,135447,132082,INR,2026-08-13T09:23:00Z,Ola ANI Technologies,RTGS,SETTLED
TXN_B12_000117,BBAS-EXC-147365,ORD-BBAS-EXC-147365,232796,228141,INR,2026-08-14T01:13:00Z,BigBasket Supermarket Grocery,CreditCard,PENDING
TXN_B12_000118,TATA-INV-179456,ORD-TATA-INV-179456,114728,112583,INR,2026-08-14T06:06:00Z,Tata Digital Private Limited,NetBanking,SETTLED
TXN_B12_000119,TATA-ORD-630792,ORD-TATA-ORD-630792,180234,176630,INR,2026-08-14T02:08:00Z,Tata Digital Private Limited,DebitCard,SETTLED
TXN_B12_000120,TATA-ORD-421251,ORD-TATA-ORD-421251,179321,175735,INR,2026-08-14T02:23:00Z,Tata Digital Private Limited,DebitCard,SETTLED
TXN_B12_000121,BLNK-ORD-249742,ORD-BLNK-ORD-249742,138891,136114,INR,2026-08-14T06:16:00Z,Blinkit Commerce Pvt Ltd,RTGS,SETTLED
TXN_B12_000122,BLNK-ORD-231081,ORD-BLNK-ORD-231081,66371,65044,INR,2026-08-14T06:31:00Z,Blinkit Commerce Pvt Ltd,RTGS,SETTLED
TXN_B12_000123,JIOO-ORD-399793,ORD-JIOO-ORD-399793,201142,197120,INR,2026-08-14T01:25:00Z,Reliance Retail / Jio Platforms,UPI,SETTLED
TXN_B12_000124,JIOO-ORD-435400,ORD-JIOO-ORD-435400,248864,243887,INR,2026-08-14T01:40:00Z,Reliance Retail / Jio Platforms,UPI,SETTLED
TXN_B12_000125,TATA-INV-902270,ORD-TATA-INV-902270,58678,57387,INR,2026-08-13T11:54:00Z,Tata Digital Private Limited,CreditCard,SETTLED
TXN_B12_000126,BBAS-ORD-884373,ORD-BBAS-ORD-884373,164635,161343,INR,2026-08-13T20:38:00Z,BigBasket Supermarket Grocery,CreditCard,SETTLED
TXN_B12_000127,BBAS-ORD-452351,ORD-BBAS-ORD-452351,201572,197541,INR,2026-08-13T20:53:00Z,BigBasket Supermarket Grocery,CreditCard,SETTLED
TXN_B12_000128,BBAS-ORD-314541,ORD-BBAS-ORD-314541,222394,217947,INR,2026-08-13T21:08:00Z,BigBasket Supermarket Grocery,CreditCard,SETTLED
TXN_B12_000129,ZOMA-INV-436059,ORD-ZOMA-INV-436059,34208,33458,INR,2026-08-14T03:32:00Z,Zomato Limited,UPI,SETTLED
TXN_B12_000130,NYKA-INV-169832,ORD-NYKA-INV-169832,77685,76191,INR,2026-08-14T00:46:00Z,Nykaa E-Retail Pvt Ltd,RTGS,SETTLED
TXN_B12_000131,BLNK-INV-230382,ORD-BLNK-INV-230382,353034,345305,INR,2026-08-13T17:46:00Z,Blinkit Commerce Pvt Ltd,CreditCard,SETTLED
TXN_B12_000132,MYNT-INV-349173,ORD-MYNT-INV-349173,328037,321595,INR,2026-08-13T18:24:00Z,Myntra Designs Pvt Ltd,DebitCard,SETTLED
TXN_B12_000133,BLNK-INV-858469,ORD-BLNK-INV-858469,52202,51053,INR,2026-08-14T01:50:00Z,Blinkit Commerce Pvt Ltd,NetBanking,SETTLED
TXN_B12_000134,SWIG-INV-726438,ORD-SWIG-INV-726438,271694,265790,INR,2026-08-13T09:43:00Z,Swiggy Bundl Technologies,CreditCard,SETTLED
TXN_B12_000135,FLPK-INV-184367,ORD-FLPK-INV-184367,176425,173534,INR,2026-08-13T11:47:00Z,Flipkart Internet Pvt Ltd,CreditCard,SETTLED
TXN_B12_000136,NYKA-INV-204948,ORD-NYKA-INV-204948,378013,368808,INR,2026-08-13T10:09:00Z,Nykaa E-Retail Pvt Ltd,UPI,SETTLED
TXN_B12_000137,MYNT-INV-739739,ORD-MYNT-INV-739739,38821,38016,INR,2026-08-13T22:11:00Z,Myntra Designs Pvt Ltd,RTGS,SETTLED
TXN_B12_000138,SWIG-INV-689505,ORD-SWIG-INV-689505,323857,316212,INR,2026-08-13T19:00:00Z,Swiggy Bundl Technologies,RTGS,SETTLED
TXN_B12_000139,PAYT-INV-641219,ORD-PAYT-INV-641219,36468,35788,INR,2026-08-14T04:01:00Z,Paytm One97 Communications,NEFT,SETTLED
TXN_B12_000140,TATA-EXC-206779,ORD-TATA-EXC-206779,151906,148868,INR,2026-08-13T17:15:00Z,Tata Digital Private Limited,UPI,PENDING
TXN_B12_000141,OLAA-INV-147664,ORD-OLAA-INV-147664,348063,340574,INR,2026-08-13T10:39:00Z,Ola ANI Technologies,RTGS,SETTLED
TXN_B12_000142,NYKA-INV-840468,ORD-NYKA-INV-840468,36497,35904,INR,2026-08-13T09:25:00Z,Nykaa E-Retail Pvt Ltd,UPI,SETTLED
TXN_B12_000143,MYNT-ORD-141476,ORD-MYNT-ORD-141476,199208,195224,INR,2026-08-14T08:28:00Z,Myntra Designs Pvt Ltd,NetBanking,SETTLED
TXN_B12_000144,MYNT-ORD-183562,ORD-MYNT-ORD-183562,136103,133381,INR,2026-08-14T08:43:00Z,Myntra Designs Pvt Ltd,NetBanking,SETTLED
TXN_B12_000145,PHNP-EXC-557347,ORD-PHNP-EXC-557347,180372,176765,INR,2026-08-13T10:04:00Z,PhonePe Payment Services,CreditCard,PENDING
TXN_B12_000146,TATA-INV-236230,ORD-TATA-INV-236230,335783,329316,INR,2026-08-14T03:04:00Z,Tata Digital Private Limited,NEFT,SETTLED
TXN_B12_000147,MMTR-INV-419449,ORD-MMTR-INV-419449,414044,403855,INR,2026-08-14T04:58:00Z,MakeMyTrip India Pvt Ltd,CreditCard,SETTLED
TXN_B12_000148,BKMS-ORD-387340,ORD-BKMS-ORD-387340,31453,30824,INR,2026-08-13T15:22:00Z,BookMyShow Bigtree Entertainment,NetBanking,SETTLED
TXN_B12_000149,BKMS-ORD-562915,ORD-BKMS-ORD-562915,86775,85040,INR,2026-08-13T15:37:00Z,BookMyShow Bigtree Entertainment,NetBanking,SETTLED
TXN_B12_000150,SWIG-INV-578294,ORD-SWIG-INV-578294,294232,289573,INR,2026-08-13T12:13:00Z,Swiggy Bundl Technologies,NetBanking,SETTLED
TXN_B12_000151,AMZN-INV-300487,ORD-AMZN-INV-300487,420731,412371,INR,2026-08-14T02:52:00Z,Amazon Seller Services India,CreditCard,SETTLED
TXN_B12_000152,FLPK-INV-107105,ORD-FLPK-INV-107105,392180,385847,INR,2026-08-14T07:51:00Z,Flipkart Internet Pvt Ltd,UPI,SETTLED
TXN_B12_000153,UBER-INV-255269,ORD-UBER-INV-255269,117823,115276,INR,2026-08-13T11:35:00Z,Uber India Systems Pvt Ltd,NEFT,SETTLED
TXN_B12_000154,UBER-INV-361478,ORD-UBER-INV-361478,97488,95088,INR,2026-08-13T18:22:00Z,Uber India Systems Pvt Ltd,NetBanking,SETTLED
TXN_B12_000155,UBER-INV-377820,ORD-UBER-INV-377820,121624,119086,INR,2026-08-13T09:47:00Z,Uber India Systems Pvt Ltd,NEFT,SETTLED
TXN_B12_000156,NYKA-ORD-324159,ORD-NYKA-ORD-324159,40445,39637,INR,2026-08-14T02:44:00Z,Nykaa E-Retail Pvt Ltd,NetBanking,SETTLED
TXN_B12_000157,NYKA-ORD-557660,ORD-NYKA-ORD-557660,135445,132737,INR,2026-08-14T02:59:00Z,Nykaa E-Retail Pvt Ltd,NetBanking,SETTLED
TXN_B12_000158,NYKA-ORD-484308,ORD-NYKA-ORD-484308,170369,166962,INR,2026-08-14T03:14:00Z,Nykaa E-Retail Pvt Ltd,NetBanking,SETTLED
TXN_B12_000159,NYKA-INV-605060,ORD-NYKA-INV-605060,447226,437873,INR,2026-08-13T11:59:00Z,Nykaa E-Retail Pvt Ltd,CreditCard,SETTLED
