payout_id,gateway_reference,gross_amount_minor,processing_fee_minor,refund_amount_minor,chargeback_amount_minor,net_settlement_amount_minor,currency,settlement_timestamp,batch_token
PO_2068,RZP-PO-776128,117760,0,0,0,117760,INR,2026-03-06T02:44:00+00:00,BATCH-776128
PO_2290,RZP-DUP-676101,187160,0,0,0,187160,INR,2026-03-13T04:24:00+00:00,DUP-676101
PO_2164,RZP-PO-767555,228240,0,0,0,228240,INR,2026-03-12T10:57:00+00:00,BATCH-767555
PO_2293,RZP-PO-239263,230380,0,0,0,230380,INR,2026-03-15T18:46:00+00:00,BATCH-239263
PO_2189,RZP-BATCH-948887,340770,6814,0,0,333956,INR,2026-03-16T10:28:00+00:00,BATCH-CONSOL-948887
PO_2111,RZP-PO-808571,233790,5517,0,0,228273,INR,2026-03-20T19:00:00+00:00,BATCH-808571
PO_2129,RZP-PO-728603,164600,0,0,0,164600,INR,2026-03-20T05:28:00+00:00,BATCH-728603
PO_2027,RZP-DELAY-398193,152640,0,0,0,152640,INR,2026-03-11T03:11:00+00:00,DELAY-398193
PO_2195,RZP-PO-715870,56420,0,0,0,56420,INR,2026-03-19T21:26:00+00:00,BATCH-715870
PO_2112,RZP-DUP-432137,244850,0,0,0,244850,INR,2026-03-10T20:01:00+00:00,DUP-432137
PO_2014,RZP-PO-673681,152380,0,0,0,152380,INR,2026-03-14T01:19:00+00:00,BATCH-673681
PO_2380,RZP-DELAY-480374,91080,0,0,0,91080,INR,2026-03-15T09:57:00+00:00,DELAY-480374
PO_2029,RZP-BATCH-823750,315390,6306,0,0,309084,INR,2026-03-16T06:51:00+00:00,BATCH-CONSOL-823750
PO_2313,RZP-PO-822032,244590,0,0,0,244590,INR,2026-03-04T05:56:00+00:00,BATCH-822032
PO_2372,RZP-PO-945178,149370,0,0,0,149370,INR,2026-03-22T00:38:00+00:00,BATCH-945178
PO_2090,RZP-PO-751559,93300,0,0,0,93300,INR,2026-03-07T10:48:00+00:00,BATCH-751559
PO_2381,RZP-SPLIT-405030,43930,878,0,0,43052,INR,2026-03-20T08:15:00+00:00,SPLIT-405030
PO_2015,RZP-PO-563077,134740,0,0,0,134740,INR,2026-03-06T09:59:00+00:00,BATCH-563077
PO_2132,RZP-PO-406837,145120,0,0,0,145120,INR,2026-03-03T10:50:00+00:00,BATCH-406837
PO_2288,RZP-PO-640277,226650,0,0,0,226650,INR,2026-03-21T00:35:00+00:00,BATCH-640277
PO_2265,RZP-SPLIT-944383,136300,2726,0,0,133574,INR,2026-03-10T21:40:00+00:00,SPLIT-944383
PO_2227,RZP-PO-976966,45620,0,0,0,45620,INR,2026-03-20T20:19:00+00:00,BATCH-976966
PO_2334,RZP-PO-169532,202500,0,0,0,202500,INR,2026-03-19T22:55:00+00:00,BATCH-169532
PO_2102,RZP-PO-678253,207110,0,0,0,207110,INR,2026-03-12T05:02:00+00:00,BATCH-678253
PO_2239,RZP-SPLIT-323217,244000,4880,0,0,239120,INR,2026-03-04T09:31:00+00:00,SPLIT-323217
PO_2228,RZP-NOISY-258450,150110,3002,0,0,147108,INR,2026-03-08T23:38:00+00:00,NOISE-258450
PO_2296,RZP-PO-299526,14390,0,0,0,14390,INR,2026-03-08T00:41:00+00:00,BATCH-299526
PO_2095,RZP-SPLIT-438256,70980,1419,0,0,69561,INR,2026-03-18T01:23:00+00:00,SPLIT-438256
PO_2019,AMBIG-PO-941672,136880,0,0,0,136880,INR,2026-03-22T14:44:00+00:00,
PO_2349,RZP-PO-623569,155340,0,0,0,155340,INR,2026-03-10T19:53:00+00:00,BATCH-623569
PO_2208,RZP-BATCH-371706,195240,3903,0,0,191337,INR,2026-03-09T04:29:00+00:00,BATCH-CONSOL-371706
PO_2366,RZP-NOISY-775434,124000,2480,0,0,121520,INR,2026-03-17T21:59:00+00:00,NOISE-775434
PO_2354,RZP-SPLIT-106481,195830,3916,0,0,191914,INR,2026-03-18T12:08:00+00:00,SPLIT-106481
PO_2320,RZP-PO-288771,103490,0,0,0,103490,INR,2026-03-03T06:45:00+00:00,BATCH-288771
PO_2008,RZP-PO-980191,246700,0,0,0,246700,INR,2026-03-13T07:52:00+00:00,BATCH-980191
PO_2300,RZP-PO-190980,174140,4109,0,0,170031,INR,2026-03-03T01:54:00+00:00,BATCH-190980
PO_2211,RZP-PO-217876,227340,0,0,0,227340,INR,2026-03-05T12:41:00+00:00,BATCH-217876
PO_2230,RZP-PO-211676,142930,0,0,0,142930,INR,2026-03-14T22:20:00+00:00,BATCH-211676
PO_2257,RZP-PO-803466,45150,0,0,0,45150,INR,2026-03-10T11:10:00+00:00,BATCH-803466
PO_2167,RZP-NOISY-403818,235750,4715,0,0,231035,INR,2026-03-03T20:26:00+00:00,NOISE-403818
PO_2016,AMBIG-PO-881943,179780,0,0,0,179780,INR,2026-03-19T21:17:00+00:00,
PO_2316,RZP-PO-456289,237500,0,0,0,237500,INR,2026-03-11T19:25:00+00:00,BATCH-456289
PO_2269,AMBIG-PO-367070,133920,0,0,0,133920,INR,2026-03-02T17:40:00+00:00,
PO_2389,RZP-PO-143440,163590,0,0,0,163590,INR,2026-03-20T16:09:00+00:00,BATCH-143440
PO_2336,AMBIG-PO-129762,138000,0,0,0,138000,INR,2026-03-06T05:26:00+00:00,
PO_2133,RZP-DUP-998257,121220,0,0,0,121220,INR,2026-03-22T00:37:00+00:00,DUP-998257
PO_2066,RZP-PO-951461,19080,0,0,0,19080,INR,2026-03-22T11:58:00+00:00,BATCH-951461
PO_2193,RZP-NOISY-581229,57890,1157,0,0,56733,INR,2026-03-20T17:26:00+00:00,NOISE-581229
PO_2037,RZP-REV-935249,202920,4058,30438,10146,158278,INR,2026-03-04T06:56:00+00:00,REV-935249
PO_2192,RZP-BATCH-641331,213940,4278,0,0,209662,INR,2026-03-08T16:46:00+00:00,BATCH-CONSOL-641331
PO_2186,RZP-PO-784199,135800,0,0,0,135800,INR,2026-03-17T12:16:00+00:00,BATCH-784199
PO_2124,RZP-NOISY-421383,122490,2449,0,0,120041,INR,2026-03-19T10:08:00+00:00,NOISE-421383
PO_2191,RZP-PO-481982,17780,0,0,0,17780,INR,2026-03-02T06:08:00+00:00,BATCH-481982
PO_2280,RZP-PO-916383,107800,0,0,0,107800,INR,2026-03-20T16:54:00+00:00,BATCH-916383
PO_2074,RZP-NOISY-965882,84710,1694,0,0,83016,INR,2026-03-11T23:05:00+00:00,NOISE-965882
PO_2069,RZP-USD-753052,2500,0,0,0,2500,USD,2026-03-11T18:26:00+00:00,USD-753052
PO_2378,RZP-PO-694872,219300,5175,0,0,214125,INR,2026-03-08T02:23:00+00:00,BATCH-694872
PO_2109,RZP-MAL-160093,172510,500,0,0,172510,INR,2026-03-11T16:17:00+00:00,MAL-160093
PO_2073,RZP-DELAY-534558,76910,0,0,0,76910,INR,2026-03-14T11:11:00+00:00,DELAY-534558
PO_2237,RZP-ERR-479034,224180,0,0,0,224180,INR,2026-03-12T12:33:00+00:00,ERR-479034
PO_2118,RZP-BATCH-344816,92930,1857,0,0,91073,INR,2026-03-14T05:48:00+00:00,BATCH-CONSOL-344816
PO_2089,RZP-DELAY-105697,61760,0,0,0,61760,INR,2026-03-26T04:34:00+00:00,DELAY-105697
PO_2051,RZP-NOISY-865323,216780,4335,0,0,212445,INR,2026-03-07T03:31:00+00:00,NOISE-865323
PO_2218,RZP-PO-353798,182910,4316,0,0,178594,INR,2026-03-05T08:20:00+00:00,BATCH-353798
PO_2315,RZP-SPLIT-948361,220420,4408,0,0,216012,INR,2026-03-16T20:01:00+00:00,SPLIT-948361
PO_2244,RZP-REV-938862,211040,4220,31656,10552,164612,INR,2026-03-07T02:37:00+00:00,REV-938862
PO_2383,RZP-MAL-301701,121180,500,0,0,121180,INR,2026-03-14T07:28:00+00:00,MAL-301701
PO_2376,RZP-PO-134433,237150,0,0,0,237150,INR,2026-03-05T06:17:00+00:00,BATCH-134433
PO_2256,RZP-BATCH-497462,196230,3923,0,0,192307,INR,2026-03-12T22:12:00+00:00,BATCH-CONSOL-497462
PO_2335,RZP-DUP-713854,229570,0,0,0,229570,INR,2026-03-03T05:33:00+00:00,DUP-713854
PO_2370,RZP-PO-161082,25400,599,0,0,24801,INR,2026-03-09T10:46:00+00:00,BATCH-161082
PO_2178,AMBIG-PO-537600,50470,0,0,0,50470,INR,2026-03-15T22:18:00+00:00,
PO_2058,RZP-PO-805668,106690,0,0,0,106690,INR,2026-03-16T11:07:00+00:00,BATCH-805668
PO_2093,AMBIG-PO-113313,43100,0,0,0,43100,INR,2026-03-19T09:16:00+00:00,
PO_2120,RZP-BATCH-420811,306470,6128,0,0,300342,INR,2026-03-14T03:07:00+00:00,BATCH-CONSOL-420811
PO_2126,RZP-SPLIT-607867,110520,2210,0,0,108310,INR,2026-03-20T12:00:00+00:00,SPLIT-607867
PO_2055,RZP-PO-890982,70030,1652,0,0,68378,INR,2026-03-02T05:59:00+00:00,BATCH-890982
PO_2071,RZP-PO-852100,85270,2012,0,0,83258,INR,2026-03-20T15:40:00+00:00,BATCH-852100
PO_2373,RZP-PO-554094,223920,0,0,0,223920,INR,2026-03-07T21:25:00+00:00,BATCH-554094
PO_2175,RZP-SPLIT-195649,191550,3831,0,0,187719,INR,2026-03-04T04:29:00+00:00,SPLIT-195649
PO_2271,RZP-PO-798928,116010,0,0,0,116010,INR,2026-03-12T11:10:00+00:00,BATCH-798928
PO_2128,RZP-SPLIT-726834,121450,2429,0,0,119021,INR,2026-03-15T13:53:00+00:00,SPLIT-726834
PO_2168,RZP-ERR-799757,5640,0,0,0,5640,INR,2026-03-11T10:49:00+00:00,ERR-799757
PO_2268,RZP-PO-348468,140700,3320,0,0,137380,INR,2026-03-02T14:19:00+00:00,BATCH-348468
PO_2291,RZP-NOISY-571914,99590,1991,0,0,97599,INR,2026-03-09T18:21:00+00:00,NOISE-571914
PO_2337,RZP-PO-185414,57700,0,0,0,57700,INR,2026-03-10T15:25:00+00:00,BATCH-185414
PO_2246,RZP-PO-915864,82360,0,0,0,82360,INR,2026-03-08T09:34:00+00:00,BATCH-915864
PO_2127,RZP-DELAY-888172,195420,0,0,0,195420,INR,2026-03-16T10:33:00+00:00,DELAY-888172
PO_2346,RZP-BATCH-184222,157240,3144,0,0,154096,INR,2026-03-03T01:48:00+00:00,BATCH-CONSOL-184222
PO_2079,RZP-BATCH-998364,278370,5566,0,0,272804,INR,2026-03-04T10:32:00+00:00,BATCH-CONSOL-998364
PO_2390,RZP-BATCH-644630,221530,4429,0,0,217101,INR,2026-03-10T05:45:00+00:00,BATCH-CONSOL-644630
PO_2225,AMBIG-PO-706021,231730,0,0,0,231730,INR,2026-03-22T06:19:00+00:00,
PO_2285,RZP-PO-280372,54610,1288,0,0,53322,INR,2026-03-07T20:26:00+00:00,BATCH-280372
PO_2343,RZP-PO-222285,227290,0,0,0,227290,INR,2026-03-18T15:10:00+00:00,BATCH-222285
PO_2100,RZP-SPLIT-841947,193430,3868,0,0,189562,INR,2026-03-07T08:00:00+00:00,SPLIT-841947
PO_2115,RZP-BATCH-351427,242040,4840,0,0,237200,INR,2026-03-14T08:32:00+00:00,BATCH-CONSOL-351427
PO_2289,RZP-BATCH-684107,232320,4645,0,0,227675,INR,2026-03-08T18:27:00+00:00,BATCH-CONSOL-684107
PO_2009,RZP-PO-683006,182990,0,0,0,182990,INR,2026-03-20T15:41:00+00:00,BATCH-683006
PO_2329,RZP-SPLIT-187476,9240,184,0,0,9056,INR,2026-03-16T17:27:00+00:00,SPLIT-187476
PO_2250,RZP-NOISY-679222,219570,4391,0,0,215179,INR,2026-03-06T21:26:00+00:00,NOISE-679222
PO_2094,RZP-USD-927657,2500,0,0,0,2500,USD,2026-03-19T05:08:00+00:00,USD-927657
PO_2345,RZP-PO-587003,10520,0,0,0,10520,INR,2026-03-08T13:01:00+00:00,BATCH-587003
PO_2241,RZP-PO-607198,177220,0,0,0,177220,INR,2026-03-19T03:59:00+00:00,BATCH-607198
PO_2162,RZP-BATCH-865154,237320,4745,0,0,232575,INR,2026-03-05T04:55:00+00:00,BATCH-CONSOL-865154
PO_2326,RZP-SPLIT-406362,226760,4535,0,0,222225,INR,2026-03-22T03:46:00+00:00,SPLIT-406362
PO_2284,RZP-PO-435619,5310,0,0,0,5310,INR,2026-03-12T22:41:00+00:00,BATCH-435619
PO_2217,AMBIG-PO-475666,101350,0,0,0,101350,INR,2026-03-02T12:51:00+00:00,
PO_2157,AMBIG-PO-667804,76030,0,0,0,76030,INR,2026-03-22T00:03:00+00:00,
PO_2188,RZP-PO-350451,101860,0,0,0,101860,INR,2026-03-05T16:01:00+00:00,BATCH-350451
PO_2331,AMBIG-PO-675025,86300,0,0,0,86300,INR,2026-03-09T11:27:00+00:00,
PO_2362,RZP-BATCH-740040,155330,3105,0,0,152225,INR,2026-03-13T05:42:00+00:00,BATCH-CONSOL-740040
PO_2142,RZP-PO-377460,85070,2007,0,0,83063,INR,2026-03-07T12:43:00+00:00,BATCH-377460
PO_2017,RZP-BATCH-687261,163870,3277,0,0,160593,INR,2026-03-04T11:14:00+00:00,BATCH-CONSOL-687261
PO_2229,RZP-NOISY-157149,5540,110,0,0,5430,INR,2026-03-17T13:56:00+00:00,NOISE-157149
PO_2078,RZP-PO-231289,61730,1456,0,0,60274,INR,2026-03-04T23:50:00+00:00,BATCH-231289
PO_2360,RZP-BATCH-967337,124350,2486,0,0,121864,INR,2026-03-06T08:58:00+00:00,BATCH-CONSOL-967337
PO_2348,RZP-BATCH-729283,91430,1828,0,0,89602,INR,2026-03-15T01:35:00+00:00,BATCH-CONSOL-729283
PO_2368,RZP-DELAY-719063,140450,0,0,0,140450,INR,2026-03-09T04:12:00+00:00,DELAY-719063
PO_2253,RZP-DELAY-806301,161180,0,0,0,161180,INR,2026-03-17T01:22:00+00:00,DELAY-806301
PO_2365,AMBIG-PO-763543,174920,0,0,0,174920,INR,2026-03-06T23:04:00+00:00,
PO_2324,RZP-PO-311405,8200,0,0,0,8200,INR,2026-03-22T08:36:00+00:00,BATCH-311405
PO_2032,RZP-PO-720149,20610,486,0,0,20124,INR,2026-03-16T22:36:00+00:00,BATCH-720149
PO_2350,RZP-PO-336603,26280,0,0,0,26280,INR,2026-03-18T17:32:00+00:00,BATCH-336603
PO_2204,RZP-PO-578941,112070,0,0,0,112070,INR,2026-03-10T18:14:00+00:00,BATCH-578941
PO_2059,AMBIG-PO-828325,34790,0,0,0,34790,INR,2026-03-20T19:03:00+00:00,
PO_2114,RZP-PO-475726,74840,0,0,0,74840,INR,2026-03-19T09:12:00+00:00,BATCH-475726
PO_2233,RZP-SPLIT-460522,171530,3430,0,0,168100,INR,2026-03-10T20:45:00+00:00,SPLIT-460522
PO_2028,AMBIG-PO-705780,150810,0,0,0,150810,INR,2026-03-11T02:44:00+00:00,
PO_2070,RZP-PO-208458,176760,0,0,0,176760,INR,2026-03-04T07:08:00+00:00,BATCH-208458
PO_2333,RZP-PO-490102,120120,0,0,0,120120,INR,2026-03-08T00:46:00+00:00,BATCH-490102
PO_2011,RZP-PO-776662,25660,0,0,0,25660,INR,2026-03-22T04:58:00+00:00,BATCH-776662
PO_2327,RZP-PO-871914,24400,0,0,0,24400,INR,2026-03-09T15:38:00+00:00,BATCH-871914
PO_2113,RZP-REV-517902,44530,890,6679,2226,34735,INR,2026-03-16T04:35:00+00:00,REV-517902
PO_2031,RZP-PO-768935,74110,0,0,0,74110,INR,2026-03-02T13:49:00+00:00,BATCH-768935
PO_2182,RZP-PO-831613,96310,0,0,0,96310,INR,2026-03-04T13:55:00+00:00,BATCH-831613
PO_2104,RZP-PO-152592,233770,0,0,0,233770,INR,2026-03-16T08:34:00+00:00,BATCH-152592
PO_2145,RZP-BATCH-597349,241190,4823,0,0,236367,INR,2026-03-18T12:34:00+00:00,BATCH-CONSOL-597349
PO_2003,RZP-SPLIT-396463,207250,4145,0,0,203105,INR,2026-03-04T07:53:00+00:00,SPLIT-396463
PO_2321,RZP-REV-497548,73790,1475,11068,3689,57558,INR,2026-03-16T11:21:00+00:00,REV-497548
PO_2053,RZP-ORPHAN-857427,155750,0,0,0,155750,INR,2026-03-06T12:41:00+00:00,ORPHAN-857427
PO_2223,RZP-PO-652715,119090,0,0,0,119090,INR,2026-03-22T11:09:00+00:00,BATCH-652715
PO_2099,RZP-PO-458260,217660,5136,0,0,212524,INR,2026-03-18T08:06:00+00:00,BATCH-458260
PO_2038,RZP-DELAY-826112,22580,0,0,0,22580,INR,2026-03-23T01:35:00+00:00,DELAY-826112
PO_2297,RZP-PO-663490,20320,0,0,0,20320,INR,2026-03-08T15:07:00+00:00,BATCH-663490
PO_2067,RZP-PO-918577,223490,0,0,0,223490,INR,2026-03-12T13:38:00+00:00,BATCH-918577
PO_2146,RZP-PO-480756,200120,0,0,0,200120,INR,2026-03-15T10:54:00+00:00,BATCH-480756
PO_2092,RZP-BATCH-996345,170650,3413,0,0,167237,INR,2026-03-14T12:37:00+00:00,BATCH-CONSOL-996345
PO_2279,RZP-PO-377260,12260,0,0,0,12260,INR,2026-03-09T01:07:00+00:00,BATCH-377260
PO_2272,RZP-PO-337941,248300,0,0,0,248300,INR,2026-03-08T06:43:00+00:00,BATCH-337941
PO_2147,RZP-DELAY-106285,111840,0,0,0,111840,INR,2026-03-17T21:51:00+00:00,DELAY-106285
PO_2063,RZP-PO-888494,157380,3714,0,0,153666,INR,2026-03-19T02:01:00+00:00,BATCH-888494
PO_2048,RZP-REV-440451,52250,1045,7837,2612,40756,INR,2026-03-17T12:36:00+00:00,REV-440451
PO_2242,RZP-SPLIT-462916,236860,4737,0,0,232123,INR,2026-03-09T00:20:00+00:00,SPLIT-462916
PO_2221,AMBIG-PO-532270,157660,0,0,0,157660,INR,2026-03-01T23:01:00+00:00,
PO_2082,RZP-DELAY-963826,226250,0,0,0,226250,INR,2026-03-25T05:24:00+00:00,DELAY-963826
PO_2361,RZP-PO-411113,98730,2330,0,0,96400,INR,2026-03-08T21:45:00+00:00,BATCH-411113
PO_2264,RZP-SPLIT-505215,130490,2609,0,0,127881,INR,2026-03-11T13:56:00+00:00,SPLIT-505215
PO_2309,RZP-DELAY-463860,212390,0,0,0,212390,INR,2026-03-22T17:00:00+00:00,DELAY-463860
PO_2084,RZP-DUP-268967,243230,0,0,0,243230,INR,2026-03-06T05:32:00+00:00,DUP-268967
PO_2206,RZP-SPLIT-151725,62540,1250,0,0,61290,INR,2026-03-10T15:11:00+00:00,SPLIT-151725
PO_2125,RZP-PO-517703,120220,2837,0,0,117383,INR,2026-03-07T20:09:00+00:00,BATCH-517703
PO_2340,RZP-SPLIT-784458,199900,3998,0,0,195902,INR,2026-03-20T21:45:00+00:00,SPLIT-784458
PO_2202,RZP-PO-181134,77870,0,0,0,77870,INR,2026-03-13T21:36:00+00:00,BATCH-181134
PO_2047,RZP-PO-686004,204760,0,0,0,204760,INR,2026-03-04T07:30:00+00:00,BATCH-686004
PO_2176,RZP-REV-316159,18390,367,2758,919,14346,INR,2026-03-03T02:51:00+00:00,REV-316159
PO_2318,RZP-REV-753323,134440,2688,20166,6722,104864,INR,2026-03-11T19:20:00+00:00,REV-753323
PO_2210,RZP-BATCH-812199,214520,4290,0,0,210230,INR,2026-03-18T21:29:00+00:00,BATCH-CONSOL-812199
PO_2024,RZP-ERR-315576,43380,0,0,0,43380,INR,2026-03-01T16:50:00+00:00,ERR-315576
PO_2201,RZP-PO-692839,31930,753,0,0,31177,INR,2026-03-14T19:38:00+00:00,BATCH-692839
PO_2205,RZP-PO-641699,119230,0,0,0,119230,INR,2026-03-13T05:26:00+00:00,BATCH-641699
PO_2254,RZP-NOISY-749829,180050,3601,0,0,176449,INR,2026-03-16T02:41:00+00:00,NOISE-749829
PO_2357,RZP-PO-608905,52290,0,0,0,52290,INR,2026-03-07T20:35:00+00:00,BATCH-608905
PO_2144,RZP-PO-934230,43060,1016,0,0,42044,INR,2026-03-04T04:42:00+00:00,BATCH-934230
PO_2270,RZP-REV-830107,34430,688,5164,1721,26857,INR,2026-03-22T09:16:00+00:00,REV-830107
PO_2166,RZP-DUP-510140,170520,0,0,0,170520,INR,2026-03-07T09:40:00+00:00,DUP-510140
PO_2077,RZP-DELAY-860139,228870,0,0,0,228870,INR,2026-03-19T01:15:00+00:00,DELAY-860139
PO_2385,RZP-BATCH-927339,258340,5166,0,0,253174,INR,2026-03-19T13:29:00+00:00,BATCH-CONSOL-927339
PO_2159,RZP-NOISY-122291,82960,1659,0,0,81301,INR,2026-03-18T01:07:00+00:00,NOISE-122291
PO_2278,RZP-PO-912993,8550,0,0,0,8550,INR,2026-03-18T22:06:00+00:00,BATCH-912993
PO_2044,RZP-PO-266885,18770,442,0,0,18328,INR,2026-03-10T22:23:00+00:00,BATCH-266885
PO_2139,RZP-PO-640281,71960,0,0,0,71960,INR,2026-03-12T13:47:00+00:00,BATCH-640281
PO_2110,RZP-PO-806686,36010,0,0,0,36010,INR,2026-03-07T03:13:00+00:00,BATCH-806686
PO_2275,RZP-PO-582379,50670,0,0,0,50670,INR,2026-03-15T03:15:00+00:00,BATCH-582379
PO_2080,RZP-PO-986522,133420,0,0,0,133420,INR,2026-03-07T11:23:00+00:00,BATCH-986522
PO_2298,RZP-ERR-340626,176780,0,0,0,176780,INR,2026-03-15T22:01:00+00:00,ERR-340626
PO_2064,RZP-SPLIT-133061,73690,1473,0,0,72217,INR,2026-03-12T05:46:00+00:00,SPLIT-133061
PO_2103,RZP-BATCH-372050,418700,8372,0,0,410328,INR,2026-03-09T06:37:00+00:00,BATCH-CONSOL-372050
PO_2138,RZP-DUP-542202,213850,0,0,0,213850,INR,2026-03-09T03:03:00+00:00,DUP-542202
PO_2131,RZP-PO-652786,229780,0,0,0,229780,INR,2026-03-10T13:50:00+00:00,BATCH-652786
PO_2025,RZP-PO-999424,56670,0,0,0,56670,INR,2026-03-07T17:07:00+00:00,BATCH-999424
PO_2137,RZP-ERR-489742,149550,0,0,0,149550,INR,2026-03-18T03:00:00+00:00,ERR-489742
PO_2252,RZP-PO-435140,65430,0,0,0,65430,INR,2026-03-17T04:43:00+00:00,BATCH-435140
PO_2251,RZP-PO-319838,40020,944,0,0,39076,INR,2026-03-20T11:39:00+00:00,BATCH-319838
PO_2151,RZP-PO-229148,228440,5391,0,0,223049,INR,2026-03-12T17:30:00+00:00,BATCH-229148
PO_2392,RZP-PO-671800,38160,0,0,0,38160,INR,2026-03-20T14:28:00+00:00,BATCH-671800
PO_2030,RZP-PO-836009,148220,0,0,0,148220,INR,2026-03-02T22:34:00+00:00,BATCH-836009
PO_2152,RZP-REV-415985,194580,3891,29187,9729,151773,INR,2026-03-07T19:16:00+00:00,REV-415985
PO_2245,RZP-ERR-552492,188340,0,0,0,188340,INR,2026-03-03T22:57:00+00:00,ERR-552492
PO_2347,RZP-BATCH-232530,191740,3834,0,0,187906,INR,2026-03-05T10:07:00+00:00,BATCH-CONSOL-232530
PO_2022,RZP-PO-769265,105960,0,0,0,105960,INR,2026-03-19T15:03:00+00:00,BATCH-769265
PO_2043,RZP-PO-989441,112950,0,0,0,112950,INR,2026-03-14T22:26:00+00:00,BATCH-989441
PO_2222,RZP-MAL-361833,91500,500,0,0,91500,INR,2026-03-21T04:01:00+00:00,MAL-361833
PO_2083,RZP-PO-515267,142310,3358,0,0,138952,INR,2026-03-13T10:48:00+00:00,BATCH-515267
PO_2328,RZP-BATCH-128557,238910,4777,0,0,234133,INR,2026-03-14T12:03:00+00:00,BATCH-CONSOL-128557
PO_2369,RZP-NOISY-440815,197460,3949,0,0,193511,INR,2026-03-10T03:50:00+00:00,NOISE-440815
PO_2007,RZP-NOISY-718632,182120,3642,0,0,178478,INR,2026-03-17T15:29:00+00:00,NOISE-718632
PO_2219,RZP-PO-542418,170120,0,0,0,170120,INR,2026-03-11T17:23:00+00:00,BATCH-542418
PO_2200,RZP-PO-888504,133500,0,0,0,133500,INR,2026-03-11T11:44:00+00:00,BATCH-888504
PO_2160,AMBIG-PO-186288,196980,0,0,0,196980,INR,2026-03-18T02:26:00+00:00,
PO_2122,RZP-PO-385599,210770,0,0,0,210770,INR,2026-03-12T03:53:00+00:00,BATCH-385599
PO_2197,AMBIG-PO-831842,76760,0,0,0,76760,INR,2026-03-10T08:09:00+00:00,
PO_2286,RZP-NOISY-331722,116740,2334,0,0,114406,INR,2026-03-07T11:59:00+00:00,NOISE-331722
PO_2207,RZP-PO-302896,159200,3757,0,0,155443,INR,2026-03-05T18:14:00+00:00,BATCH-302896
PO_2041,RZP-PO-500185,233080,0,0,0,233080,INR,2026-03-04T23:32:00+00:00,BATCH-500185
PO_2322,RZP-BATCH-509590,46620,932,0,0,45688,INR,2026-03-10T06:44:00+00:00,BATCH-CONSOL-509590
