payout_id,gateway_reference,gross_amount_minor,processing_fee_minor,refund_amount_minor,chargeback_amount_minor,net_settlement_amount_minor,currency,settlement_timestamp,batch_token
PO_2356,RZP-BATCH-186431,292930,5857,0,0,287073,INR,2026-03-16T12:25:00+00:00,BATCH-CONSOL-186431
PO_2226,RZP-PO-108574,40220,949,0,0,39271,INR,2026-03-17T11:34:00+00:00,BATCH-108574
PO_2224,RZP-BATCH-153063,352550,7050,0,0,345500,INR,2026-03-09T20:06:00+00:00,BATCH-CONSOL-153063
PO_2152,RZP-DELAY-250210,190570,0,0,0,190570,INR,2026-03-05T17:55:00+00:00,DELAY-250210
PO_2001,RZP-SPLIT-246316,246320,4926,0,0,241394,INR,2026-03-10T04:14:00+00:00,SPLIT-246316
PO_2008,RZP-NOISY-864544,85210,1704,0,0,83506,INR,2026-03-22T00:34:00+00:00,NOISE-864544
PO_2190,RZP-NOISY-105506,30960,619,0,0,30341,INR,2026-03-17T09:39:00+00:00,NOISE-105506
PO_2140,RZP-BATCH-145471,315590,6311,0,0,309279,INR,2026-03-18T20:39:00+00:00,BATCH-CONSOL-145471
PO_2155,RZP-SPLIT-806707,31730,634,0,0,31096,INR,2026-03-07T16:03:00+00:00,SPLIT-806707
PO_2081,RZP-PO-460455,144420,3408,0,0,141012,INR,2026-03-17T23:33:00+00:00,BATCH-460455
PO_2043,RZP-PO-815198,86760,0,0,0,86760,INR,2026-03-03T19:13:00+00:00,BATCH-815198
PO_2063,RZP-PO-167348,140940,0,0,0,140940,INR,2026-03-06T22:13:00+00:00,BATCH-167348
PO_2305,RZP-PO-448354,208220,0,0,0,208220,INR,2026-03-10T23:25:00+00:00,BATCH-448354
PO_2179,RZP-PO-874524,177530,0,0,0,177530,INR,2026-03-18T05:53:00+00:00,BATCH-874524
PO_2024,RZP-DELAY-551989,121090,0,0,0,121090,INR,2026-03-08T15:42:00+00:00,DELAY-551989
PO_2169,RZP-PO-996840,34580,0,0,0,34580,INR,2026-03-05T02:55:00+00:00,BATCH-996840
PO_2111,RZP-DUP-839485,129920,0,0,0,129920,INR,2026-03-12T14:30:00+00:00,DUP-839485
PO_2041,RZP-DELAY-217308,29650,0,0,0,29650,INR,2026-03-19T05:00:00+00:00,DELAY-217308
PO_2362,RZP-PO-910894,38710,0,0,0,38710,INR,2026-03-13T10:16:00+00:00,BATCH-910894
PO_2059,RZP-BATCH-940346,325830,6515,0,0,319315,INR,2026-03-06T03:08:00+00:00,BATCH-CONSOL-940346
PO_2326,RZP-PO-274971,165440,0,0,0,165440,INR,2026-03-22T01:35:00+00:00,BATCH-274971
PO_2115,RZP-DUP-896290,164890,0,0,0,164890,INR,2026-03-12T11:45:00+00:00,DUP-896290
PO_2221,RZP-SPLIT-622230,210500,4210,0,0,206290,INR,2026-03-21T17:01:00+00:00,SPLIT-622230
PO_2127,RZP-BATCH-409478,249710,4993,0,0,244717,INR,2026-03-10T15:51:00+00:00,BATCH-CONSOL-409478
PO_2105,RZP-PO-335615,42170,0,0,0,42170,INR,2026-03-19T14:05:00+00:00,BATCH-335615
PO_2232,RZP-REV-613641,237230,4744,35584,11861,185041,INR,2026-03-18T19:34:00+00:00,REV-613641
PO_2361,RZP-PO-620248,154150,0,0,0,154150,INR,2026-03-20T23:04:00+00:00,BATCH-620248
PO_2188,RZP-PO-335445,14230,335,0,0,13895,INR,2026-03-14T01:23:00+00:00,BATCH-335445
PO_2366,RZP-PO-806033,22250,0,0,0,22250,INR,2026-03-12T19:32:00+00:00,BATCH-806033
PO_2347,RZP-PO-945106,38560,0,0,0,38560,INR,2026-03-13T16:46:00+00:00,BATCH-945106
PO_2263,RZP-PO-501058,151970,0,0,0,151970,INR,2026-03-22T12:23:00+00:00,BATCH-501058
PO_2201,RZP-PO-295892,167590,3955,0,0,163635,INR,2026-03-16T16:21:00+00:00,BATCH-295892
PO_2098,RZP-PO-382602,193820,0,0,0,193820,INR,2026-03-02T09:52:00+00:00,BATCH-382602
PO_2158,RZP-PO-321494,49960,1179,0,0,48781,INR,2026-03-02T03:19:00+00:00,BATCH-321494
PO_2129,RZP-PO-962367,214230,0,0,0,214230,INR,2026-03-10T16:24:00+00:00,BATCH-962367
PO_2050,RZP-NOISY-446239,209190,4183,0,0,205007,INR,2026-03-14T21:42:00+00:00,NOISE-446239
PO_2354,RZP-BATCH-979727,253020,5060,0,0,247960,INR,2026-03-12T12:24:00+00:00,BATCH-CONSOL-979727
PO_2019,RZP-PO-736059,143650,0,0,0,143650,INR,2026-03-07T01:33:00+00:00,BATCH-736059
PO_2014,RZP-BATCH-663054,294130,5881,0,0,288249,INR,2026-03-06T04:56:00+00:00,BATCH-CONSOL-663054
PO_2161,RZP-PO-748151,155760,3675,0,0,152085,INR,2026-03-12T05:51:00+00:00,BATCH-748151
PO_2031,RZP-PO-632496,31250,0,0,0,31250,INR,2026-03-17T21:03:00+00:00,BATCH-632496
PO_2119,RZP-PO-931016,64000,1510,0,0,62490,INR,2026-03-15T12:43:00+00:00,BATCH-931016
PO_2163,RZP-DELAY-763984,42360,0,0,0,42360,INR,2026-03-10T14:32:00+00:00,DELAY-763984
PO_2159,RZP-PO-498676,179510,4236,0,0,175274,INR,2026-03-15T01:08:00+00:00,BATCH-498676
PO_2220,RZP-REV-704788,91720,1834,13758,4586,71542,INR,2026-03-03T23:49:00+00:00,REV-704788
PO_2085,RZP-PO-232731,94880,0,0,0,94880,INR,2026-03-02T10:34:00+00:00,BATCH-232731
PO_2181,RZP-NOISY-349068,150550,3011,0,0,147539,INR,2026-03-13T16:46:00+00:00,NOISE-349068
PO_2247,RZP-SPLIT-978292,62600,1252,0,0,61348,INR,2026-03-03T02:26:00+00:00,SPLIT-978292
PO_2328,RZP-ERR-615611,141190,0,0,0,141190,INR,2026-03-17T04:43:00+00:00,ERR-615611
PO_2278,RZP-DUP-299254,247960,0,0,0,247960,INR,2026-03-01T21:59:00+00:00,DUP-299254
PO_2332,RZP-PO-956401,33500,790,0,0,32710,INR,2026-03-10T14:55:00+00:00,BATCH-956401
PO_2023,RZP-PO-698782,193810,0,0,0,193810,INR,2026-03-19T06:46:00+00:00,BATCH-698782
PO_2086,RZP-BATCH-112861,151660,3032,0,0,148628,INR,2026-03-17T15:55:00+00:00,BATCH-CONSOL-112861
PO_2171,RZP-REV-280941,17820,356,2673,891,13900,INR,2026-03-04T19:41:00+00:00,REV-280941
PO_2239,RZP-SPLIT-335790,102520,2050,0,0,100470,INR,2026-03-10T14:19:00+00:00,SPLIT-335790
PO_2245,RZP-PO-205065,140430,0,0,0,140430,INR,2026-03-22T04:03:00+00:00,BATCH-205065
PO_2033,RZP-PO-431737,90440,0,0,0,90440,INR,2026-03-20T11:33:00+00:00,BATCH-431737
PO_2121,RZP-SPLIT-401603,227030,4540,0,0,222490,INR,2026-03-02T11:57:00+00:00,SPLIT-401603
PO_2025,RZP-PO-777568,37240,878,0,0,36362,INR,2026-03-03T11:41:00+00:00,BATCH-777568
PO_2202,AMBIG-PO-182760,146100,0,0,0,146100,INR,2026-03-04T16:27:00+00:00,
PO_2272,RZP-DELAY-414455,128350,0,0,0,128350,INR,2026-03-19T01:09:00+00:00,DELAY-414455
PO_2143,RZP-NOISY-630108,203380,4067,0,0,199313,INR,2026-03-18T04:29:00+00:00,NOISE-630108
PO_2044,RZP-PO-348237,58240,1374,0,0,56866,INR,2026-03-21T17:09:00+00:00,BATCH-348237
PO_2200,RZP-DUP-938171,125590,0,0,0,125590,INR,2026-03-11T23:07:00+00:00,DUP-938171
PO_2130,RZP-NOISY-739717,77530,1550,0,0,75980,INR,2026-03-21T12:20:00+00:00,NOISE-739717
PO_2092,RZP-BATCH-722656,277910,5557,0,0,272353,INR,2026-03-15T12:44:00+00:00,BATCH-CONSOL-722656
PO_2338,RZP-PO-640659,96160,2269,0,0,93891,INR,2026-03-22T02:25:00+00:00,BATCH-640659
PO_2313,RZP-NOISY-203396,89780,1795,0,0,87985,INR,2026-03-14T22:00:00+00:00,NOISE-203396
PO_2137,RZP-PO-282973,41020,0,0,0,41020,INR,2026-03-19T16:51:00+00:00,BATCH-282973
PO_2057,RZP-REV-740967,28860,577,4329,1443,22511,INR,2026-03-03T10:30:00+00:00,REV-740967
PO_2088,RZP-PO-685181,141370,0,0,0,141370,INR,2026-03-04T13:07:00+00:00,BATCH-685181
PO_2199,RZP-PO-778324,67620,1595,0,0,66025,INR,2026-03-09T23:48:00+00:00,BATCH-778324
PO_2360,RZP-DELAY-946313,145680,0,0,0,145680,INR,2026-03-08T12:21:00+00:00,DELAY-946313
PO_2316,RZP-PO-599292,36980,872,0,0,36108,INR,2026-03-18T18:22:00+00:00,BATCH-599292
PO_2010,RZP-PO-321231,190850,0,0,0,190850,INR,2026-03-14T17:04:00+00:00,BATCH-321231
PO_2100,RZP-DUP-519904,185250,0,0,0,185250,INR,2026-03-17T00:42:00+00:00,DUP-519904
PO_2311,RZP-BATCH-631221,227260,4544,0,0,222716,INR,2026-03-21T02:34:00+00:00,BATCH-CONSOL-631221
PO_2108,AMBIG-PO-910208,140960,0,0,0,140960,INR,2026-03-05T19:17:00+00:00,
PO_2285,RZP-PO-630299,154420,0,0,0,154420,INR,2026-03-05T22:13:00+00:00,BATCH-630299
PO_2368,RZP-PO-405759,189740,4477,0,0,185263,INR,2026-03-02T09:12:00+00:00,BATCH-405759
PO_2295,RZP-PO-743684,200160,0,0,0,200160,INR,2026-03-12T18:49:00+00:00,BATCH-743684
PO_2340,RZP-DUP-322142,167100,0,0,0,167100,INR,2026-03-08T04:52:00+00:00,DUP-322142
PO_2007,RZP-SPLIT-802729,92480,1849,0,0,90631,INR,2026-03-13T08:13:00+00:00,SPLIT-802729
PO_2367,RZP-REV-396020,106800,2136,16020,5340,83304,INR,2026-03-04T17:55:00+00:00,REV-396020
PO_2036,RZP-PO-785743,178320,4208,0,0,174112,INR,2026-03-11T08:51:00+00:00,BATCH-785743
PO_2175,RZP-PO-787923,233870,5519,0,0,228351,INR,2026-03-06T12:19:00+00:00,BATCH-787923
PO_2308,RZP-PO-814827,185250,4371,0,0,180879,INR,2026-03-20T06:11:00+00:00,BATCH-814827
PO_2223,RZP-BATCH-853258,303700,6072,0,0,297628,INR,2026-03-06T18:55:00+00:00,BATCH-CONSOL-853258
PO_2104,RZP-PO-760626,204510,0,0,0,204510,INR,2026-03-16T21:01:00+00:00,BATCH-760626
PO_2255,RZP-NOISY-409369,125430,2508,0,0,122922,INR,2026-03-05T15:58:00+00:00,NOISE-409369
PO_2270,RZP-PO-415098,95160,2245,0,0,92915,INR,2026-03-17T21:26:00+00:00,BATCH-415098
PO_2062,RZP-NOISY-666390,31400,628,0,0,30772,INR,2026-03-12T05:57:00+00:00,NOISE-666390
PO_2196,RZP-BATCH-491435,350000,6998,0,0,343002,INR,2026-03-03T17:24:00+00:00,BATCH-CONSOL-491435
PO_2273,RZP-PO-999197,236850,0,0,0,236850,INR,2026-03-08T22:19:00+00:00,BATCH-999197
PO_2039,RZP-PO-987204,21640,0,0,0,21640,INR,2026-03-16T21:57:00+00:00,BATCH-987204
PO_2049,RZP-PO-557239,5550,0,0,0,5550,INR,2026-03-10T04:45:00+00:00,BATCH-557239
PO_2320,RZP-PO-507723,6450,0,0,0,6450,INR,2026-03-17T03:27:00+00:00,BATCH-507723
PO_2167,RZP-DUP-563688,211890,0,0,0,211890,INR,2026-03-15T17:30:00+00:00,DUP-563688
PO_2246,RZP-BATCH-784607,200110,4001,0,0,196109,INR,2026-03-19T22:26:00+00:00,BATCH-CONSOL-784607
PO_2168,RZP-PO-177794,106710,2518,0,0,104192,INR,2026-03-03T14:32:00+00:00,BATCH-177794
PO_2067,RZP-BATCH-584125,102780,2055,0,0,100725,INR,2026-03-22T18:08:00+00:00,BATCH-CONSOL-584125
PO_2208,RZP-PO-180620,193060,0,0,0,193060,INR,2026-03-13T05:48:00+00:00,BATCH-180620
PO_2267,RZP-PO-804667,235450,0,0,0,235450,INR,2026-03-03T02:38:00+00:00,BATCH-804667
PO_2164,RZP-BATCH-776796,62310,1245,0,0,61065,INR,2026-03-13T23:52:00+00:00,BATCH-CONSOL-776796
PO_2258,RZP-BATCH-691573,182640,3652,0,0,178988,INR,2026-03-13T16:58:00+00:00,BATCH-CONSOL-691573
PO_2087,RZP-PO-760021,229930,0,0,0,229930,INR,2026-03-16T14:36:00+00:00,BATCH-760021
PO_2294,RZP-BATCH-892313,206680,4132,0,0,202548,INR,2026-03-20T05:24:00+00:00,BATCH-CONSOL-892313
PO_2282,RZP-PO-117007,90450,2134,0,0,88316,INR,2026-03-10T05:09:00+00:00,BATCH-117007
PO_2028,RZP-SPLIT-526156,164130,3282,0,0,160848,INR,2026-03-04T04:10:00+00:00,SPLIT-526156
PO_2176,RZP-SPLIT-930117,112630,2252,0,0,110378,INR,2026-03-19T09:41:00+00:00,SPLIT-930117
PO_2369,RZP-PO-673108,85320,0,0,0,85320,INR,2026-03-16T21:46:00+00:00,BATCH-673108
PO_2073,RZP-PO-693423,18450,0,0,0,18450,INR,2026-03-21T01:50:00+00:00,BATCH-693423
PO_2250,RZP-DELAY-997734,214290,0,0,0,214290,INR,2026-03-11T17:39:00+00:00,DELAY-997734
PO_2153,RZP-SPLIT-882354,178820,3576,0,0,175244,INR,2026-03-21T21:05:00+00:00,SPLIT-882354
PO_2166,RZP-DELAY-754858,110900,0,0,0,110900,INR,2026-03-24T08:40:00+00:00,DELAY-754858
PO_2329,RZP-NOISY-132359,77260,1545,0,0,75715,INR,2026-03-06T21:36:00+00:00,NOISE-132359
PO_2096,RZP-NOISY-559023,31350,627,0,0,30723,INR,2026-03-18T12:31:00+00:00,NOISE-559023
PO_2215,RZP-PO-773540,29300,691,0,0,28609,INR,2026-03-04T07:20:00+00:00,BATCH-773540
PO_2216,RZP-NOISY-290802,47280,945,0,0,46335,INR,2026-03-19T15:37:00+00:00,NOISE-290802
PO_2339,RZP-ORPHAN-866437,155220,0,0,0,155220,INR,2026-03-02T08:05:00+00:00,ORPHAN-866437
PO_2131,RZP-SPLIT-222343,50800,1016,0,0,49784,INR,2026-03-11T17:26:00+00:00,SPLIT-222343
PO_2002,RZP-PO-131244,35700,0,0,0,35700,INR,2026-03-20T06:02:00+00:00,BATCH-131244
PO_2027,RZP-PO-947272,185330,4373,0,0,180957,INR,2026-03-08T18:28:00+00:00,BATCH-947272
PO_2150,RZP-PO-688215,208720,4925,0,0,203795,INR,2026-03-09T21:54:00+00:00,BATCH-688215
PO_2290,RZP-PO-524965,129270,3050,0,0,126220,INR,2026-03-22T02:05:00+00:00,BATCH-524965
PO_2306,RZP-BATCH-436241,292260,5844,0,0,286416,INR,2026-03-21T07:19:00+00:00,BATCH-CONSOL-436241
PO_2212,RZP-PO-479052,171700,4052,0,0,167648,INR,2026-03-22T01:50:00+00:00,BATCH-479052
PO_2134,RZP-BATCH-670913,244260,4883,0,0,239377,INR,2026-03-05T19:23:00+00:00,BATCH-CONSOL-670913
PO_2174,RZP-PO-858889,220140,5195,0,0,214945,INR,2026-03-14T17:16:00+00:00,BATCH-858889
PO_2078,RZP-SPLIT-440802,64580,1291,0,0,63289,INR,2026-03-02T12:54:00+00:00,SPLIT-440802
PO_2120,RZP-PO-711484,51890,0,0,0,51890,INR,2026-03-09T09:58:00+00:00,BATCH-711484
PO_2056,RZP-NOISY-425498,78610,1572,0,0,77038,INR,2026-03-04T02:43:00+00:00,NOISE-425498
PO_2280,RZP-DELAY-423404,90700,0,0,0,90700,INR,2026-03-23T08:22:00+00:00,DELAY-423404
