bank_entry_id,bank_reference,narration,credit_amount_minor,debit_amount_minor,currency,value_date,settlement_timestamp
BNK_3073,RTGS/HDFC/RZP-BATCH-584125,RTGS/RZP-BATCH-584125/MERCHANT-SETTLE,100725,0,INR,2026-03-23,2026-03-23T01:08:00+00:00
BNK_3095,CMS/UTIB/RZP-PO-760021,CMS/RZP-PO-760021/FLIP,229930,0,INR,2026-03-16,2026-03-16T17:36:00+00:00
BNK_3397,CMS/KKBK/RZP-PO-673108,CMS/RZP-PO-673108/BLNK,85320,0,INR,2026-03-16,2026-03-16T22:46:00+00:00
BNK_3188,RTGS/KKBK/RZP-BATCH-143015,RTGS/RZP-BATCH-143015/MERCHANT-SETTLE,229548,0,INR,2026-03-20,2026-03-20T19:57:00+00:00
BNK_3034,NEFT/HDFC/RZP-SPLIT-526156/PART2,NEFT/RZP-SPLIT-526156/PART2/RELI,80424,0,INR,2026-03-04,2026-03-04T10:10:00+00:00
BNK_3244,NEFT/UTIB/RZP-SPLIT-622230/PART2,NEFT/RZP-SPLIT-622230/PART2/NYKA,103145,0,INR,2026-03-21,2026-03-21T23:01:00+00:00
BNK_3329,CMS/SBIN/RZP-PO-275329,CMS/RZP-PO-275329/UBER,147430,0,INR,2026-03-17,2026-03-17T06:04:00+00:00
BNK_3267,CMS/YESB/RZP-PO-745584,CMS/RZP-PO-745584/RELI,247770,0,INR,2026-03-10,2026-03-10T13:06:00+00:00
BNK_3392,CMS/UTIB/RZP-PO-999138,CMS/RZP-PO-999138/BLNK,16580,0,INR,2026-03-06,2026-03-06T21:59:00+00:00
BNK_3153,NEFT/HDFC/RZP-DELAY-915809,NEFT/RZP-DELAY-915809/RELI,123630,0,INR,2026-03-09,2026-03-09T05:28:00+00:00
BNK_3129,CMS/UTIB/RZP-MAL-205389,CMS/RZP-MAL-205389/FLIP,150380,0,INR,2026-03-05,2026-03-05T14:45:00+00:00
BNK_3231,RTGS/HDFC/RZP-BATCH-567951,RTGS/RZP-BATCH-567951/MERCHANT-SETTLE,249686,0,INR,2026-03-10,2026-03-10T23:45:00+00:00
BNK_3271,NEFT/KKBK/RZP-SPLIT-978292/PART2,NEFT/RZP-SPLIT-978292/PART2/ZOMA,30674,0,INR,2026-03-03,2026-03-03T08:26:00+00:00
BNK_3393,NEFT/ICIC/RZP-DELAY-855276,NEFT/RZP-DELAY-855276/MYNT,109830,0,INR,2026-03-16,2026-03-16T21:26:00+00:00
BNK_3079,CMS/YESB/RZP-PO-693423,CMS/RZP-PO-693423/UBER,18450,0,INR,2026-03-21,2026-03-21T10:50:00+00:00
BNK_3237,UPI/2908**/ICIC,UPI/CR/2908**/BLNKPAY/0039482710/RZPNOISY290802,46335,0,INR,2026-03-19,2026-03-19T19:37:00+00:00
BNK_3112,NEFT/UTIB/RZP-SPLIT-643623/PART2,NEFT/RZP-SPLIT-643623/PART2/RELI,60535,0,INR,2026-03-15,2026-03-15T04:12:00+00:00
BNK_3359,NEFT/ICIC/RZP-DELAY-845279,NEFT/RZP-DELAY-845279/ZOMA,204970,0,INR,2026-03-25,2026-03-25T12:22:00+00:00
BNK_3186,CMS/KKBK/RZP-PO-177794,NEFT/RZP-PO-177794/SETTL/UBER,104192,0,INR,2026-03-03,2026-03-03T23:32:00+00:00
BNK_3275,GENERIC/SETTLE/KKBK,GENERIC SETTLEMENT CREDIT 801765,36250,0,INR,2026-03-11,2026-03-11T23:25:00+00:00
BNK_3110,CMS/SBIN/RZP-PO-910075,CMS/RZP-PO-910075/FLIP,137440,0,INR,2026-03-10,2026-03-10T14:07:00+00:00
BNK_3258,NEFT/ICIC/RZP-DELAY-834549,NEFT/RZP-DELAY-834549/MYNT,41010,0,INR,2026-03-13,2026-03-13T15:36:00+00:00
BNK_3181,NEFT/SBIN/RZP-DELAY-763984,NEFT/RZP-DELAY-763984/ZOMA,42360,0,INR,2026-03-11,2026-03-11T16:32:00+00:00
BNK_3040,CMS/UTIB/RZP-PO-431737,CMS/RZP-PO-431737/FLIP,90440,0,INR,2026-03-20,2026-03-20T22:33:00+00:00
BNK_3158,UPI/6301**/KKBK,UPI/CR/6301**/MYNTPAY/0039482710/RZPNOISY630108,199313,0,INR,2026-03-18,2026-03-18T08:29:00+00:00
BNK_3120,GENERIC/SETTLE/YESB,GENERIC SETTLEMENT CREDIT 910208,140960,0,INR,2026-03-05,2026-03-05T23:17:00+00:00
BNK_3328,CMS/YESB/RZP-PO-646417,NEFT/RZP-PO-646417/SETTL/FLIP,59131,0,INR,2026-03-19,2026-03-19T12:36:00+00:00
BNK_3200,UPI/3490**/UTIB,UPI/CR/3490**/AMZNPAY/0039482710/RZPNOISY349068,147539,0,INR,2026-03-13,2026-03-13T20:46:00+00:00
BNK_3126,NEFT/SBIN/RZP-DELAY-781403,NEFT/RZP-DELAY-781403/UBER,31310,0,INR,2026-03-26,2026-03-26T12:25:00+00:00
BNK_3384,RTGS/UTIB/RZP-BATCH-186431,RTGS/RZP-BATCH-186431/MERCHANT-SETTLE,287073,0,INR,2026-03-16,2026-03-16T16:25:00+00:00
BNK_3297,NEFT/YESB/RZP-DELAY-414455,NEFT/RZP-DELAY-414455/BLNK,128350,0,INR,2026-03-20,2026-03-20T03:09:00+00:00
BNK_3044,CMS/YESB/RZP-REV-221035,CMS/RZP-REV-221035/ADJUSTED/UBER,31256,0,INR,2026-03-05,2026-03-05T13:16:00+00:00
BNK_3192,CMS/YESB/RZP-PO-858889,NEFT/RZP-PO-858889/SETTL/RELI,214945,0,INR,2026-03-14,2026-03-14T21:16:00+00:00
BNK_3358,CMS/UTIB/RZP-PO-956401,NEFT/RZP-PO-956401/SETTL/AMZN,32710,0,INR,2026-03-10,2026-03-10T17:55:00+00:00
BNK_3232,CMS/YESB/RZP-MAL-676713,CMS/RZP-MAL-676713/BLNK,182650,0,INR,2026-03-13,2026-03-13T16:04:00+00:00
BNK_3133,NEFT/SBIN/RZP-SPLIT-401603/PART1,NEFT/RZP-SPLIT-401603/PART1/TATA,111245,0,INR,2026-03-02,2026-03-02T13:57:00+00:00
BNK_3320,RTGS/UTIB/RZP-BATCH-892313,RTGS/RZP-BATCH-892313/MERCHANT-SETTLE,202548,0,INR,2026-03-20,2026-03-20T07:24:00+00:00
BNK_3114,NEFT/YESB/RZP-SPLIT-380028/PART2,NEFT/RZP-SPLIT-380028/PART2/TATA,90631,0,INR,2026-03-16,2026-03-16T04:13:00+00:00
BNK_3146,CMS/SBIN/RZP-PO-346205,CMS/RZP-PO-346205/AMZN,181140,0,INR,2026-03-17,2026-03-17T01:06:00+00:00
BNK_3182,RTGS/SBIN/RZP-BATCH-776796,RTGS/RZP-BATCH-776796/MERCHANT-SETTLE,61065,0,INR,2026-03-14,2026-03-14T03:52:00+00:00
BNK_3375,CMS/ICIC/RZP-PO-810029,NEFT/RZP-PO-810029/SETTL/UBER,50588,0,INR,2026-03-14,2026-03-14T05:41:00+00:00
BNK_3050,CMS/UTIB/RZP-PO-348237,NEFT/RZP-PO-348237/SETTL/RELI,56866,0,INR,2026-03-22,2026-03-22T01:09:00+00:00
BNK_3029,NEFT/ICIC/RZP-DELAY-551989,NEFT/RZP-DELAY-551989/MYNT,121090,0,INR,2026-03-09,2026-03-09T17:42:00+00:00
BNK_3171,CMS/UTIB/RZP-PO-426775,CMS/RZP-PO-426775/MYNT,241450,0,INR,2026-03-12,2026-03-12T12:23:00+00:00
BNK_3305,NEFT/UTIB/RZP-DELAY-423404,NEFT/RZP-DELAY-423404/MYNT,90700,0,INR,2026-03-24,2026-03-24T10:22:00+00:00
BNK_3341,CMS/ICIC/RZP-PO-599292,NEFT/RZP-PO-599292/SETTL/TATA,36108,0,INR,2026-03-19,2026-03-19T03:22:00+00:00
BNK_3274,NEFT/KKBK/RZP-DELAY-997734,NEFT/RZP-DELAY-997734/UBER,214290,0,INR,2026-03-12,2026-03-12T19:39:00+00:00
BNK_3246,RTGS/KKBK/RZP-BATCH-853258,RTGS/RZP-BATCH-853258/MERCHANT-SETTLE,297628,0,INR,2026-03-06,2026-03-06T23:55:00+00:00
BNK_3270,NEFT/KKBK/RZP-SPLIT-978292/PART1,NEFT/RZP-SPLIT-978292/PART1/ZOMA,30674,0,INR,2026-03-03,2026-03-03T04:26:00+00:00
BNK_3148,RTGS/SBIN/RZP-BATCH-670913,RTGS/RZP-BATCH-670913/MERCHANT-SETTLE,239377,0,INR,2026-03-05,2026-03-05T22:23:00+00:00
BNK_3125,CMS/HDFC/RZP-PO-786587,CMS/RZP-PO-786587/TATA,55580,0,INR,2026-03-06,2026-03-06T10:55:00+00:00
BNK_3147,RTGS/UTIB/RZP-BATCH-262029,RTGS/RZP-BATCH-262029/MERCHANT-SETTLE,400205,0,INR,2026-03-21,2026-03-21T04:46:00+00:00
BNK_3346,CMS/KKBK/RZP-PO-483561,CMS/RZP-PO-483561/FLIP,111810,0,INR,2026-03-05,2026-03-05T18:11:00+00:00
BNK_3233,CMS/ICIC/RZP-PO-479052,NEFT/RZP-PO-479052/SETTL/UBER,167648,0,INR,2026-03-22,2026-03-22T04:50:00+00:00
BNK_3097,NEFT/KKBK/RZP-DELAY-564226,NEFT/RZP-DELAY-564226/ZOMA,102430,0,INR,2026-03-19,2026-03-19T04:58:00+00:00
BNK_3345,CMS/ICIC/RZP-PO-507723,CMS/RZP-PO-507723/NYKA,6450,0,INR,2026-03-17,2026-03-17T07:27:00+00:00
BNK_3213,CMS/KKBK/RZP-PO-640410,CMS/RZP-PO-640410/TATA,193430,0,INR,2026-03-19,2026-03-19T06:40:00+00:00
BNK_3265,CMS/SBIN/RZP-REV-182868,CMS/RZP-REV-182868/ADJUSTED/SWIG,92424,0,INR,2026-03-03,2026-03-03T18:45:00+00:00
BNK_3008,RTGS/SBIN/RZP-BATCH-172933,RTGS/RZP-BATCH-172933/MERCHANT-SETTLE,348832,0,INR,2026-03-20,2026-03-20T19:45:00+00:00
BNK_3385,RTGS/KKBK/RZP-BATCH-774396,RTGS/RZP-BATCH-774396/MERCHANT-SETTLE,102186,0,INR,2026-03-23,2026-03-23T18:43:00+00:00
BNK_3291,CMS/HDFC/RZP-PO-806215,CMS/RZP-PO-806215/ZOMA,240630,0,INR,2026-03-02,2026-03-02T20:29:00+00:00
BNK_3019,NEFT/SBIN/RZP-SPLIT-656116/PART1,NEFT/RZP-SPLIT-656116/PART1/SWIG,2538,0,INR,2026-03-07,2026-03-07T16:49:00+00:00
BNK_3288,CMS/KKBK/RZP-PO-595002,NEFT/RZP-PO-595002/SETTL/FLIP,15027,0,INR,2026-03-03,2026-03-03T08:59:00+00:00
BNK_3004,RTGS/KKBK/RZP-BATCH-835392,RTGS/RZP-BATCH-835392/MERCHANT-SETTLE,247432,0,INR,2026-03-09,2026-03-09T10:41:00+00:00
BNK_3221,CMS/YESB/RZP-PO-295892,NEFT/RZP-PO-295892/SETTL/MYNT,163635,0,INR,2026-03-16,2026-03-16T23:21:00+00:00
BNK_3301,UPI/7343**/HDFC,UPI/CR/7343**/ZOMAPAY/0039482710/RZPNOISY734356,198509,0,INR,2026-03-10,2026-03-10T11:43:00+00:00
BNK_3160,CMS/UTIB/RZP-PO-427730,NEFT/RZP-PO-427730/SETTL/TATA,141422,0,INR,2026-03-16,2026-03-16T10:06:00+00:00
BNK_3389,CMS/SBIN/RZP-PO-620248,CMS/RZP-PO-620248/FLIP,154150,0,INR,2026-03-21,2026-03-21T05:04:00+00:00
BNK_3037,CMS/KKBK/RZP-PO-632496,CMS/RZP-PO-632496/TATA,31250,0,INR,2026-03-17,2026-03-17T23:03:00+00:00
BNK_3069,CMS/UTIB/RZP-PO-167348,CMS/RZP-PO-167348/ZOMA,140940,0,INR,2026-03-07,2026-03-07T04:13:00+00:00
BNK_3193,CMS/YESB/RZP-PO-787923,NEFT/RZP-PO-787923/SETTL/NYKA,228351,0,INR,2026-03-06,2026-03-06T16:19:00+00:00
BNK_3264,NEFT/YESB/RZP-DELAY-465746,NEFT/RZP-DELAY-465746/ZOMA,188660,0,INR,2026-03-22,2026-03-22T00:30:00+00:00
BNK_3307,CMS/KKBK/RZP-PO-117007,NEFT/RZP-PO-117007/SETTL/AMZN,88316,0,INR,2026-03-10,2026-03-10T16:09:00+00:00
BNK_3156,NEFT/ICIC/RZP-SPLIT-713799/PART1,NEFT/RZP-SPLIT-713799/PART1/FLIP,90493,0,INR,2026-03-10,2026-03-10T18:40:00+00:00
BNK_3316,CMS/YESB/RZP-PO-524965,NEFT/RZP-PO-524965/SETTL/FLIP,126220,0,INR,2026-03-22,2026-03-22T12:05:00+00:00
BNK_3074,CMS/SBIN/RZP-PO-185884,NEFT/RZP-PO-185884/SETTL/MYNT,155356,0,INR,2026-03-15,2026-03-15T07:53:00+00:00
BNK_3196,CMS/HDFC/RZP-REV-633188,CMS/RZP-REV-633188/ADJUSTED/RELI,96377,0,INR,2026-03-23,2026-03-23T06:27:00+00:00
BNK_3062,UPI/4254**/SBIN,UPI/CR/4254**/NYKAPAY/0039482710/RZPNOISY425498,77038,0,INR,2026-03-04,2026-03-04T06:43:00+00:00
BNK_3072,CMS/KKBK/RZP-REV-513160,CMS/RZP-REV-513160/ADJUSTED/SWIG,155182,0,INR,2026-03-19,2026-03-19T09:58:00+00:00
BNK_3351,CMS/KKBK/RZP-PO-244564,NEFT/RZP-PO-244564/SETTL/SWIG,188787,0,INR,2026-03-14,2026-03-14T22:38:00+00:00
BNK_3098,CMS/SBIN/RZP-DUP-739244,CMS/RZP-DUP-739244/MYNT,247510,0,INR,2026-03-20,2026-03-20T13:03:00+00:00
BNK_3302,CMS/ICIC/RZP-PO-685997,CMS/RZP-PO-685997/FLIP,76110,0,INR,2026-03-21,2026-03-21T05:42:00+00:00
BNK_3372,NEFT/HDFC/RZP-SPLIT-239145/PART2,NEFT/RZP-SPLIT-239145/PART2/FLIP,97770,0,INR,2026-03-08,2026-03-08T18:04:00+00:00
BNK_3042,RTGS/HDFC/RZP-BATCH-204837,RTGS/RZP-BATCH-204837/MERCHANT-SETTLE,396852,0,INR,2026-03-17,2026-03-17T05:36:00+00:00
BNK_3386,RTGS/HDFC/RZP-BATCH-790017,RTGS/RZP-BATCH-790017/MERCHANT-SETTLE,29940,0,INR,2026-03-11,2026-03-11T23:47:00+00:00
BNK_3089,CMS/SBIN/RZP-PO-226516,NEFT/RZP-PO-226516/SETTL/TATA,235655,0,INR,2026-03-11,2026-03-11T10:14:00+00:00
BNK_3070,RTGS/HDFC/RZP-BATCH-907189,RTGS/RZP-BATCH-907189/MERCHANT-SETTLE,259270,0,INR,2026-03-08,2026-03-08T18:24:00+00:00
BNK_3065,RTGS/ICIC/RZP-BATCH-940346,RTGS/RZP-BATCH-940346/MERCHANT-SETTLE,319315,0,INR,2026-03-06,2026-03-06T12:08:00+00:00
BNK_3374,CMS/ICIC/RZP-PO-945106,CMS/RZP-PO-945106/FLIP,38560,0,INR,2026-03-13,2026-03-13T22:46:00+00:00
BNK_3084,NEFT/SBIN/RZP-SPLIT-440802/PART1,NEFT/RZP-SPLIT-440802/PART1/MYNT,31644,0,INR,2026-03-02,2026-03-02T14:54:00+00:00
BNK_3280,UPI/4093**/YESB,UPI/CR/4093**/UBERPAY/0039482710/RZPNOISY409369,122922,0,INR,2026-03-05,2026-03-05T19:58:00+00:00
BNK_3017,RTGS/HDFC/RZP-BATCH-663054,RTGS/RZP-BATCH-663054/MERCHANT-SETTLE,288249,0,INR,2026-03-06,2026-03-06T14:56:00+00:00
BNK_3173,NEFT/ICIC/RZP-SPLIT-806707/PART2,NEFT/RZP-SPLIT-806707/PART2/AMZN,15548,0,INR,2026-03-07,2026-03-07T22:03:00+00:00
BNK_3290,CMS/ICIC/RZP-PO-287143,CMS/RZP-PO-287143/RELI,181040,0,INR,2026-03-22,2026-03-22T19:07:00+00:00
BNK_3235,CMS/ICIC/RZP-PO-424314,NEFT/RZP-PO-424314/SETTL/RELI,132264,0,INR,2026-03-21,2026-03-21T16:04:00+00:00
BNK_3139,RTGS/HDFC/RZP-BATCH-535686,RTGS/RZP-BATCH-535686/MERCHANT-SETTLE,272882,0,INR,2026-03-11,2026-03-11T21:47:00+00:00
BNK_3038,NEFT/UTIB/RZP-SPLIT-707040/PART1,NEFT/RZP-SPLIT-707040/PART1/ZOMA,97907,0,INR,2026-03-05,2026-03-05T17:15:00+00:00
BNK_3092,NEFT/KKBK/RZP-SPLIT-303547/PART2,NEFT/RZP-SPLIT-303547/PART2/RELI,50015,0,INR,2026-03-11,2026-03-11T06:53:00+00:00
BNK_3080,CMS/HDFC/RZP-PO-113266,NEFT/RZP-PO-113266/SETTL/BLNK,139274,0,INR,2026-03-19,2026-03-19T03:21:00+00:00
BNK_3311,NEFT/UTIB/RZP-SPLIT-658065/PART1,NEFT/RZP-SPLIT-658065/PART1/NYKA,91022,0,INR,2026-03-16,2026-03-16T23:00:00+00:00
BNK_3347,CMS/KKBK/RZP-PO-507517,CMS/RZP-PO-507517/TATA,205310,0,INR,2026-03-22,2026-03-22T19:38:00+00:00
BNK_3326,CMS/UTIB/RZP-PO-527865,CMS/RZP-PO-527865/MYNT,38840,0,INR,2026-03-19,2026-03-19T06:32:00+00:00
BNK_3251,RTGS/KKBK/RZP-BATCH-628750,RTGS/RZP-BATCH-628750/MERCHANT-SETTLE,288102,0,INR,2026-03-11,2026-03-11T14:24:00+00:00
BNK_3279,NEFT/HDFC/RZP-SPLIT-267475/PART2,NEFT/RZP-SPLIT-267475/PART2/ZOMA,67542,0,INR,2026-03-05,2026-03-05T17:19:00+00:00
BNK_3355,UPI/1323**/UTIB,UPI/CR/1323**/TATAPAY/0039482710/RZPNOISY132359,75715,0,INR,2026-03-07,2026-03-07T01:36:00+00:00
BNK_3243,NEFT/UTIB/RZP-SPLIT-622230/PART1,NEFT/RZP-SPLIT-622230/PART1/NYKA,103145,0,INR,2026-03-21,2026-03-21T19:01:00+00:00
BNK_3187,CMS/SBIN/RZP-PO-996840,CMS/RZP-PO-996840/BLNK,34580,0,INR,2026-03-05,2026-03-05T12:55:00+00:00
BNK_3162,CMS/ICIC/RZP-PO-688866,CMS/RZP-PO-688866/BLNK,189050,0,INR,2026-03-19,2026-03-19T09:37:00+00:00
BNK_3166,NEFT/KKBK/RZP-SPLIT-386544/PART1,NEFT/RZP-SPLIT-386544/PART1/AMZN,115277,0,INR,2026-03-09,2026-03-09T23:11:00+00:00
BNK_3076,CMS/KKBK/RZP-PO-596564,CMS/RZP-PO-596564/AMZN,224360,0,INR,2026-03-06,2026-03-06T07:08:00+00:00
BNK_3199,CMS/ICIC/RZP-PO-270128,NEFT/RZP-PO-270128/SETTL/NYKA,62734,0,INR,2026-03-22,2026-03-22T00:09:00+00:00
BNK_3387,CMS/KKBK/RZP-PO-275073,CMS/RZP-PO-275073/BLNK,126850,0,INR,2026-03-19,2026-03-19T02:16:00+00:00
BNK_3336,RTGS/UTIB/RZP-BATCH-631221,RTGS/RZP-BATCH-631221/MERCHANT-SETTLE,222716,0,INR,2026-03-21,2026-03-21T05:34:00+00:00
BNK_3064,RTGS/ICIC/RZP-BATCH-355836,RTGS/RZP-BATCH-355836/MERCHANT-SETTLE,301861,0,INR,2026-03-15,2026-03-15T20:25:00+00:00
BNK_3108,RTGS/SBIN/RZP-BATCH-765620,RTGS/RZP-BATCH-765620/MERCHANT-SETTLE,115248,0,INR,2026-03-08,2026-03-08T09:27:00+00:00
BNK_3099,CMS/YESB/RZP-PO-185131,CMS/RZP-PO-185131/ZOMA,56460,0,INR,2026-03-08,2026-03-08T05:42:00+00:00
BNK_3202,NEFT/ICIC/RZP-SPLIT-947903/PART2,NEFT/RZP-SPLIT-947903/PART2/TATA,77754,0,INR,2026-03-19,2026-03-19T10:19:00+00:00
BNK_3377,NEFT/YESB/RZP-DELAY-429780,NEFT/RZP-DELAY-429780/NYKA,50810,0,INR,2026-03-19,2026-03-19T01:27:00+00:00
BNK_3100,RTGS/HDFC/RZP-BATCH-722656,RTGS/RZP-BATCH-722656/MERCHANT-SETTLE,272353,0,INR,2026-03-15,2026-03-15T15:44:00+00:00
BNK_3318,CMS/YESB/RZP-PO-790077,CMS/RZP-PO-790077/FLIP,15780,0,INR,2026-03-10,2026-03-10T15:36:00+00:00
BNK_3363,CMS/HDFC/RZP-ERR-835499,CMS/RZP-ERR-835499/MYNT,48980,0,INR,2026-03-10,2026-03-10T14:08:00+00:00
BNK_3045,NEFT/SBIN/RZP-DELAY-852470,NEFT/RZP-DELAY-852470/SWIG,117350,0,INR,2026-03-16,2026-03-16T09:13:00+00:00
BNK_3366,CMS/UTIB/RZP-DUP-322142,CMS/RZP-DUP-322142/RELI,167100,0,INR,2026-03-08,2026-03-08T07:52:00+00:00
BNK_3365,CMS/HDFC/RZP-PO-640659,NEFT/RZP-PO-640659/SETTL/TATA,93891,0,INR,2026-03-22,2026-03-22T11:25:00+00:00
BNK_3256,RTGS/HDFC/RZP-BATCH-214928,RTGS/RZP-BATCH-214928/MERCHANT-SETTLE,379184,0,INR,2026-03-13,2026-03-13T21:43:00+00:00
BNK_3286,GENERIC/SETTLE/HDFC,GENERIC SETTLEMENT CREDIT 535604,154680,0,INR,2026-03-16,2026-03-16T01:32:00+00:00
BNK_3150,CMS/ICIC/RZP-PO-344316,CMS/RZP-PO-344316/RELI,112660,0,INR,2026-03-20,2026-03-20T07:52:00+00:00
BNK_3111,NEFT/UTIB/RZP-SPLIT-643623/PART1,NEFT/RZP-SPLIT-643623/PART1/RELI,60535,0,INR,2026-03-15,2026-03-15T00:12:00+00:00
BNK_3142,CMS/YESB/RZP-PO-962367,CMS/RZP-PO-962367/BLNK,214230,0,INR,2026-03-10,2026-03-10T18:24:00+00:00
BNK_3013,CMS/SBIN/RZP-PO-321231,CMS/RZP-PO-321231/AMZN,190850,0,INR,2026-03-14,2026-03-14T23:04:00+00:00
BNK_3350,NEFT/SBIN/RZP-SPLIT-222629/PART2,NEFT/RZP-SPLIT-222629/PART2/SWIG,31841,0,INR,2026-03-05,2026-03-05T10:19:00+00:00
BNK_3368,NEFT/HDFC/RZP-DELAY-230272,NEFT/RZP-DELAY-230272/AMZN,56760,0,INR,2026-03-27,2026-03-27T04:01:00+00:00
BNK_3249,CMS/YESB/RZP-PO-108574,NEFT/RZP-PO-108574/SETTL/NYKA,39271,0,INR,2026-03-17,2026-03-17T15:34:00+00:00
BNK_3035,RTGS/HDFC/RZP-BATCH-509386,RTGS/RZP-BATCH-509386/MERCHANT-SETTLE,300293,0,INR,2026-03-08,2026-03-08T03:00:00+00:00
BNK_3130,CMS/HDFC/RZP-PO-158845,CMS/RZP-PO-158845/UBER,101130,0,INR,2026-03-03,2026-03-03T14:50:00+00:00
BNK_3227,CMS/HDFC/RZP-REV-919264,CMS/RZP-REV-919264/ADJUSTED/SWIG,115893,0,INR,2026-03-07,2026-03-07T04:43:00+00:00
