payout_id,gateway_reference,gross_amount_minor,processing_fee_minor,refund_amount_minor,chargeback_amount_minor,net_settlement_amount_minor,currency,settlement_timestamp,batch_token
PO_2267,RZP-PO-359003,171220,0,0,0,171220,INR,2026-03-07T23:47:00+00:00,BATCH-359003
PO_2071,RZP-SPLIT-767360,113740,2274,0,0,111466,INR,2026-03-12T20:59:00+00:00,SPLIT-767360
PO_2270,RZP-BATCH-618265,30110,602,0,0,29508,INR,2026-03-10T05:47:00+00:00,BATCH-CONSOL-618265
PO_2273,RZP-PO-127026,223750,0,0,0,223750,INR,2026-03-14T03:35:00+00:00,BATCH-127026
PO_2337,RZP-DELAY-237119,84820,0,0,0,84820,INR,2026-03-07T19:45:00+00:00,DELAY-237119
PO_2028,RZP-PO-186322,82210,0,0,0,82210,INR,2026-03-15T09:50:00+00:00,BATCH-186322
PO_2341,RZP-REV-128022,148620,2972,22293,7431,115924,INR,2026-03-14T06:03:00+00:00,REV-128022
PO_2225,RZP-PO-108637,141010,3327,0,0,137683,INR,2026-03-17T02:39:00+00:00,BATCH-108637
PO_2352,RZP-PO-936639,121140,2858,0,0,118282,INR,2026-03-06T16:12:00+00:00,BATCH-936639
PO_2040,RZP-SPLIT-195179,79340,1586,0,0,77754,INR,2026-03-11T07:13:00+00:00,SPLIT-195179
PO_2260,RZP-PO-334909,36400,0,0,0,36400,INR,2026-03-16T18:05:00+00:00,BATCH-334909
PO_2207,RZP-DELAY-156097,96730,0,0,0,96730,INR,2026-03-25T03:57:00+00:00,DELAY-156097
PO_2146,RZP-BATCH-400715,163810,3275,0,0,160535,INR,2026-03-18T20:58:00+00:00,BATCH-CONSOL-400715
PO_2373,RZP-BATCH-714537,437790,8754,0,0,429036,INR,2026-03-14T21:24:00+00:00,BATCH-CONSOL-714537
PO_2052,RZP-PO-881368,6830,0,0,0,6830,INR,2026-03-10T23:43:00+00:00,BATCH-881368
PO_2214,RZP-PO-429399,74240,0,0,0,74240,INR,2026-03-15T11:44:00+00:00,BATCH-429399
PO_2342,RZP-SPLIT-718190,247950,4959,0,0,242991,INR,2026-03-06T23:06:00+00:00,SPLIT-718190
PO_2354,RZP-BATCH-595032,212130,4241,0,0,207889,INR,2026-03-14T00:43:00+00:00,BATCH-CONSOL-595032
PO_2126,RZP-BATCH-977929,363420,7267,0,0,356153,INR,2026-03-11T04:13:00+00:00,BATCH-CONSOL-977929
PO_2248,RZP-USD-272243,2500,0,0,0,2500,USD,2026-03-12T08:46:00+00:00,USD-272243
PO_2156,RZP-PO-182228,36340,857,0,0,35483,INR,2026-03-07T16:52:00+00:00,BATCH-182228
PO_2375,RZP-NOISY-225309,125060,2501,0,0,122559,INR,2026-03-16T13:30:00+00:00,NOISE-225309
PO_2384,RZP-PO-458945,11020,0,0,0,11020,INR,2026-03-12T14:48:00+00:00,BATCH-458945
PO_2150,RZP-PO-858948,233380,0,0,0,233380,INR,2026-03-11T07:28:00+00:00,BATCH-858948
PO_2298,RZP-SPLIT-924141,179480,3589,0,0,175891,INR,2026-03-13T07:37:00+00:00,SPLIT-924141
PO_2179,RZP-NOISY-693310,150290,3005,0,0,147285,INR,2026-03-07T01:15:00+00:00,NOISE-693310
PO_2046,RZP-PO-802851,96070,0,0,0,96070,INR,2026-03-06T05:02:00+00:00,BATCH-802851
PO_2106,RZP-PO-270057,67610,1595,0,0,66015,INR,2026-03-14T04:26:00+00:00,BATCH-270057
PO_2161,RZP-ERR-142443,55760,0,0,0,55760,INR,2026-03-20T15:39:00+00:00,ERR-142443
PO_2104,RZP-PO-180988,179350,0,0,0,179350,INR,2026-03-16T15:42:00+00:00,BATCH-180988
PO_2345,AMBIG-PO-774066,244380,0,0,0,244380,INR,2026-03-09T05:21:00+00:00,
PO_2233,RZP-PO-827880,221920,5237,0,0,216683,INR,2026-03-08T05:05:00+00:00,BATCH-827880
PO_2113,RZP-REV-594787,243220,4864,36483,12161,189712,INR,2026-03-15T05:51:00+00:00,REV-594787
PO_2020,RZP-ERR-334364,204340,0,0,0,204340,INR,2026-03-20T01:55:00+00:00,ERR-334364
PO_2220,RZP-PO-585793,225260,5316,0,0,219944,INR,2026-03-09T01:26:00+00:00,BATCH-585793
PO_2346,RZP-BATCH-529271,241280,4825,0,0,236455,INR,2026-03-03T02:18:00+00:00,BATCH-CONSOL-529271
PO_2177,RZP-PO-121559,13000,0,0,0,13000,INR,2026-03-05T03:52:00+00:00,BATCH-121559
PO_2042,RZP-BATCH-582832,173270,3464,0,0,169806,INR,2026-03-08T01:58:00+00:00,BATCH-CONSOL-582832
PO_2151,RZP-PO-191713,170720,0,0,0,170720,INR,2026-03-07T12:05:00+00:00,BATCH-191713
PO_2006,RZP-PO-354743,41490,979,0,0,40511,INR,2026-03-03T08:03:00+00:00,BATCH-354743
PO_2315,RZP-PO-694532,141460,3338,0,0,138122,INR,2026-03-20T07:54:00+00:00,BATCH-694532
PO_2379,RZP-BATCH-978935,284260,5685,0,0,278575,INR,2026-03-18T16:13:00+00:00,BATCH-CONSOL-978935
PO_2322,RZP-PO-411768,165060,0,0,0,165060,INR,2026-03-21T23:37:00+00:00,BATCH-411768
PO_2371,RZP-PO-222932,238310,0,0,0,238310,INR,2026-03-05T16:04:00+00:00,BATCH-222932
PO_2275,RZP-PO-277454,129270,3050,0,0,126220,INR,2026-03-17T08:53:00+00:00,BATCH-277454
PO_2068,AMBIG-PO-441654,237690,0,0,0,237690,INR,2026-03-05T21:44:00+00:00,
PO_2242,RZP-DELAY-485835,225180,0,0,0,225180,INR,2026-03-13T18:34:00+00:00,DELAY-485835
PO_2027,RZP-PO-223475,24160,0,0,0,24160,INR,2026-03-18T04:41:00+00:00,BATCH-223475
PO_2368,RZP-BATCH-197614,213950,4278,0,0,209672,INR,2026-03-20T04:58:00+00:00,BATCH-CONSOL-197614
PO_2238,RZP-SPLIT-267073,37860,757,0,0,37103,INR,2026-03-20T10:50:00+00:00,SPLIT-267073
PO_2370,RZP-SPLIT-598967,208040,4160,0,0,203880,INR,2026-03-09T14:40:00+00:00,SPLIT-598967
PO_2168,RZP-PO-395600,72040,0,0,0,72040,INR,2026-03-04T12:40:00+00:00,BATCH-395600
PO_2240,RZP-PO-713623,152830,3606,0,0,149224,INR,2026-03-04T06:55:00+00:00,BATCH-713623
PO_2135,RZP-BATCH-406077,380150,7602,0,0,372548,INR,2026-03-04T20:54:00+00:00,BATCH-CONSOL-406077
PO_2307,RZP-SPLIT-552084,9710,194,0,0,9516,INR,2026-03-21T09:38:00+00:00,SPLIT-552084
PO_2162,RZP-PO-152384,152020,0,0,0,152020,INR,2026-03-15T13:43:00+00:00,BATCH-152384
PO_2026,RZP-NOISY-512774,58630,1172,0,0,57458,INR,2026-03-15T23:52:00+00:00,NOISE-512774
PO_2029,RZP-PO-243772,222150,5242,0,0,216908,INR,2026-03-16T18:58:00+00:00,BATCH-243772
PO_2019,RZP-NOISY-634836,248250,4965,0,0,243285,INR,2026-03-20T07:18:00+00:00,NOISE-634836
PO_2149,RZP-PO-613681,207510,0,0,0,207510,INR,2026-03-19T06:44:00+00:00,BATCH-613681
PO_2091,RZP-PO-990958,230330,0,0,0,230330,INR,2026-03-14T05:14:00+00:00,BATCH-990958
PO_2061,RZP-BATCH-108113,147750,2954,0,0,144796,INR,2026-03-10T09:24:00+00:00,BATCH-CONSOL-108113
PO_2172,RZP-PO-664201,238490,0,0,0,238490,INR,2026-03-02T02:51:00+00:00,BATCH-664201
PO_2208,RZP-BATCH-131989,244600,4891,0,0,239709,INR,2026-03-13T23:42:00+00:00,BATCH-CONSOL-131989
PO_2363,RZP-ERR-604338,71400,0,0,0,71400,INR,2026-03-06T12:33:00+00:00,ERR-604338
PO_2279,RZP-PO-446355,54310,0,0,0,54310,INR,2026-03-01T18:06:00+00:00,BATCH-446355
PO_2003,RZP-PO-921777,79290,0,0,0,79290,INR,2026-03-10T19:56:00+00:00,BATCH-921777
PO_2070,RZP-PO-643542,209770,4950,0,0,204820,INR,2026-03-09T13:57:00+00:00,BATCH-643542
PO_2102,RZP-BATCH-874259,153340,3066,0,0,150274,INR,2026-03-06T14:26:00+00:00,BATCH-CONSOL-874259
PO_2185,RZP-ERR-216740,88280,0,0,0,88280,INR,2026-03-01T15:03:00+00:00,ERR-216740
PO_2287,RZP-DUP-828466,182680,0,0,0,182680,INR,2026-03-08T21:17:00+00:00,DUP-828466
PO_2010,RZP-DUP-907137,166600,0,0,0,166600,INR,2026-03-14T07:19:00+00:00,DUP-907137
PO_2105,RZP-PO-968289,212020,5003,0,0,207017,INR,2026-03-16T21:55:00+00:00,BATCH-968289
PO_2232,RZP-PO-617807,136690,0,0,0,136690,INR,2026-03-04T06:55:00+00:00,BATCH-617807
PO_2222,RZP-PO-478252,112970,2666,0,0,110304,INR,2026-03-02T23:05:00+00:00,BATCH-478252
PO_2174,RZP-DUP-683587,12590,0,0,0,12590,INR,2026-03-02T23:34:00+00:00,DUP-683587
PO_2271,RZP-BATCH-717773,70670,1413,0,0,69257,INR,2026-03-06T07:24:00+00:00,BATCH-CONSOL-717773
PO_2313,RZP-DELAY-600129,18530,0,0,0,18530,INR,2026-03-16T23:19:00+00:00,DELAY-600129
PO_2347,RZP-PO-806421,145330,0,0,0,145330,INR,2026-03-03T15:57:00+00:00,BATCH-806421
PO_2306,RZP-DELAY-573500,96610,0,0,0,96610,INR,2026-03-19T11:45:00+00:00,DELAY-573500
PO_2362,RZP-BATCH-838722,197790,3955,0,0,193835,INR,2026-03-20T09:16:00+00:00,BATCH-CONSOL-838722
PO_2265,RZP-PO-246725,230840,0,0,0,230840,INR,2026-03-18T18:32:00+00:00,BATCH-246725
PO_2213,RZP-DELAY-527281,162920,0,0,0,162920,INR,2026-03-15T17:14:00+00:00,DELAY-527281
PO_2178,RZP-ERR-228087,171640,0,0,0,171640,INR,2026-03-08T09:35:00+00:00,ERR-228087
PO_2197,RZP-NOISY-154179,141590,2831,0,0,138759,INR,2026-03-09T22:00:00+00:00,NOISE-154179
PO_2083,RZP-PO-761015,239210,0,0,0,239210,INR,2026-03-08T22:50:00+00:00,BATCH-761015
PO_2224,RZP-PO-953955,212420,0,0,0,212420,INR,2026-03-23T02:08:00+00:00,BATCH-953955
PO_2278,RZP-PO-323939,203060,0,0,0,203060,INR,2026-03-11T18:31:00+00:00,BATCH-323939
PO_2244,RZP-BATCH-793488,280220,5603,0,0,274617,INR,2026-03-22T12:46:00+00:00,BATCH-CONSOL-793488
PO_2110,RZP-PO-181092,152400,0,0,0,152400,INR,2026-03-04T21:05:00+00:00,BATCH-181092
PO_2239,RZP-PO-255763,63300,0,0,0,63300,INR,2026-03-02T09:28:00+00:00,BATCH-255763
PO_2212,RZP-BATCH-928619,73250,1464,0,0,71786,INR,2026-03-06T23:54:00+00:00,BATCH-CONSOL-928619
PO_2136,RZP-USD-174309,2500,0,0,0,2500,USD,2026-03-08T01:21:00+00:00,USD-174309
PO_2334,AMBIG-PO-951897,196680,0,0,0,196680,INR,2026-03-12T20:34:00+00:00,
PO_2202,RZP-PO-577571,25110,0,0,0,25110,INR,2026-03-09T19:28:00+00:00,BATCH-577571
PO_2013,RZP-BATCH-211690,254840,5096,0,0,249744,INR,2026-03-11T17:33:00+00:00,BATCH-CONSOL-211690
PO_2327,RZP-SPLIT-325441,122550,2451,0,0,120099,INR,2026-03-21T04:35:00+00:00,SPLIT-325441
PO_2228,RZP-PO-236800,155980,0,0,0,155980,INR,2026-03-04T09:22:00+00:00,BATCH-236800
PO_2073,RZP-SPLIT-238598,20360,407,0,0,19953,INR,2026-03-03T05:42:00+00:00,SPLIT-238598
PO_2311,RZP-NOISY-766275,65420,1308,0,0,64112,INR,2026-03-13T13:56:00+00:00,NOISE-766275
PO_2304,RZP-DELAY-137126,182990,0,0,0,182990,INR,2026-03-21T11:59:00+00:00,DELAY-137126
PO_2295,RZP-PO-846774,32170,0,0,0,32170,INR,2026-03-09T18:40:00+00:00,BATCH-846774
PO_2037,RZP-BATCH-180027,320220,6404,0,0,313816,INR,2026-03-22T01:35:00+00:00,BATCH-CONSOL-180027
PO_2154,AMBIG-PO-342059,210320,0,0,0,210320,INR,2026-03-14T18:37:00+00:00,
PO_2226,RZP-PO-301541,26650,0,0,0,26650,INR,2026-03-08T11:08:00+00:00,BATCH-301541
PO_2123,RZP-PO-923774,210090,0,0,0,210090,INR,2026-03-08T20:10:00+00:00,BATCH-923774
PO_2065,RZP-ORPHAN-565220,233530,0,0,0,233530,INR,2026-03-14T12:26:00+00:00,ORPHAN-565220
PO_2143,RZP-PO-992584,20210,476,0,0,19734,INR,2026-03-14T20:42:00+00:00,BATCH-992584
PO_2137,RZP-PO-837887,81340,1919,0,0,79421,INR,2026-03-07T19:59:00+00:00,BATCH-837887
PO_2092,RZP-PO-644237,80080,1889,0,0,78191,INR,2026-03-10T13:56:00+00:00,BATCH-644237
PO_2353,RZP-NOISY-754733,120550,2411,0,0,118139,INR,2026-03-14T05:33:00+00:00,NOISE-754733
PO_2056,RZP-PO-524593,71670,0,0,0,71670,INR,2026-03-18T06:17:00+00:00,BATCH-524593
PO_2262,RZP-PO-420049,144410,0,0,0,144410,INR,2026-03-05T00:16:00+00:00,BATCH-420049
PO_2291,RZP-PO-110492,46130,0,0,0,46130,INR,2026-03-14T22:46:00+00:00,BATCH-110492
PO_2283,RZP-PO-765400,132660,0,0,0,132660,INR,2026-03-14T03:24:00+00:00,BATCH-765400
PO_2199,RZP-MAL-324539,211950,500,0,0,211950,INR,2026-03-18T20:22:00+00:00,MAL-324539
PO_2138,RZP-PO-478093,139540,3293,0,0,136247,INR,2026-03-02T15:56:00+00:00,BATCH-478093
PO_2358,RZP-PO-594859,151030,0,0,0,151030,INR,2026-03-17T07:24:00+00:00,BATCH-594859
PO_2115,RZP-PO-338297,43440,1025,0,0,42415,INR,2026-03-03T03:34:00+00:00,BATCH-338297
PO_2086,RZP-SPLIT-460948,10040,200,0,0,9840,INR,2026-03-07T07:56:00+00:00,SPLIT-460948
PO_2152,RZP-REV-260511,87700,1754,13155,4385,68406,INR,2026-03-05T06:17:00+00:00,REV-260511
PO_2235,RZP-PO-669919,7190,0,0,0,7190,INR,2026-03-16T22:32:00+00:00,BATCH-669919
PO_2364,RZP-PO-398218,15660,0,0,0,15660,INR,2026-03-04T22:18:00+00:00,BATCH-398218
PO_2206,RZP-DUP-593359,61120,0,0,0,61120,INR,2026-03-20T07:23:00+00:00,DUP-593359
PO_2263,RZP-NOISY-595117,37350,747,0,0,36603,INR,2026-03-18T07:53:00+00:00,NOISE-595117
PO_2266,RZP-PO-388250,83520,1971,0,0,81549,INR,2026-03-04T08:57:00+00:00,BATCH-388250
PO_2067,RZP-PO-293690,30290,0,0,0,30290,INR,2026-03-08T15:05:00+00:00,BATCH-293690
PO_2099,RZP-SPLIT-559143,55500,1110,0,0,54390,INR,2026-03-13T19:00:00+00:00,SPLIT-559143
PO_2107,AMBIG-PO-127569,217730,0,0,0,217730,INR,2026-03-19T12:35:00+00:00,
PO_2338,RZP-BATCH-517195,201050,4021,0,0,197029,INR,2026-03-08T17:29:00+00:00,BATCH-CONSOL-517195
PO_2245,RZP-SPLIT-639705,58000,1160,0,0,56840,INR,2026-03-18T16:58:00+00:00,SPLIT-639705
PO_2087,RZP-BATCH-117992,285790,5715,0,0,280075,INR,2026-03-22T20:27:00+00:00,BATCH-CONSOL-117992
PO_2132,RZP-NOISY-589900,146030,2920,0,0,143110,INR,2026-03-12T15:41:00+00:00,NOISE-589900
PO_2002,RZP-DUP-978252,66600,0,0,0,66600,INR,2026-03-21T18:41:00+00:00,DUP-978252
PO_2140,RZP-PO-884827,39140,0,0,0,39140,INR,2026-03-12T21:16:00+00:00,BATCH-884827
PO_2039,RZP-PO-209420,111130,0,0,0,111130,INR,2026-03-17T01:32:00+00:00,BATCH-209420
PO_2158,RZP-PO-281266,21080,0,0,0,21080,INR,2026-03-16T20:42:00+00:00,BATCH-281266
PO_2182,RZP-BATCH-455913,234760,4694,0,0,230066,INR,2026-03-18T22:52:00+00:00,BATCH-CONSOL-455913
PO_2164,RZP-SPLIT-954009,183970,3679,0,0,180291,INR,2026-03-21T14:25:00+00:00,SPLIT-954009
PO_2048,RZP-SPLIT-114163,56840,1136,0,0,55704,INR,2026-03-07T07:51:00+00:00,SPLIT-114163
PO_2098,RZP-REV-959964,13530,270,2029,676,10555,INR,2026-03-18T09:55:00+00:00,REV-959964
PO_2024,RZP-REV-813046,130470,2609,19570,6523,101768,INR,2026-03-07T02:39:00+00:00,REV-813046
