bank_entry_id,bank_reference,narration,credit_amount_minor,debit_amount_minor,currency,value_date,settlement_timestamp
BNK_3016,CMS/YESB/RZP-PO-917967,CMS/RZP-PO-917967/RELI,166460,0,INR,2026-03-13,2026-03-13T23:51:00+00:00
BNK_3079,CMS/HDFC/RZP-PO-663195,CMS/RZP-PO-663195/FLIP,100100,0,INR,2026-03-11,2026-03-11T00:38:00+00:00
BNK_3277,CMS/ICIC/RZP-PO-246725,CMS/RZP-PO-246725/MYNT,230840,0,INR,2026-03-18,2026-03-18T19:32:00+00:00
BNK_3110,GENERIC/SETTLE/SBIN,GENERIC SETTLEMENT CREDIT 127569,217730,0,INR,2026-03-19,2026-03-19T16:35:00+00:00
BNK_3041,NEFT/ICIC/RZP-SPLIT-195179/PART2,NEFT/RZP-SPLIT-195179/PART2/TATA,38877,0,INR,2026-03-11,2026-03-11T13:13:00+00:00
BNK_3393,RTGS/YESB/RZP-BATCH-714537,RTGS/RZP-BATCH-714537/MERCHANT-SETTLE,429036,0,INR,2026-03-15,2026-03-15T01:24:00+00:00
BNK_3193,CMS/HDFC/RZP-REV-522017,CMS/RZP-REV-522017/ADJUSTED/TATA,185843,0,INR,2026-03-09,2026-03-09T13:02:00+00:00
BNK_3228,CMS/ICIC/RZP-PO-898754,CMS/RZP-PO-898754/ZOMA,171880,0,INR,2026-03-17,2026-03-17T21:56:00+00:00
BNK_3132,CMS/ICIC/RZP-PO-837322,CMS/RZP-PO-837322/NYKA,19700,0,INR,2026-03-12,2026-03-12T16:26:00+00:00
BNK_3225,CMS/ICIC/RZP-MAL-157872,CMS/RZP-MAL-157872/UBER,190060,0,INR,2026-03-01,2026-03-01T22:00:00+00:00
BNK_3069,GENERIC/SETTLE/ICIC,GENERIC SETTLEMENT CREDIT 441654,237690,0,INR,2026-03-06,2026-03-06T01:44:00+00:00
BNK_3118,CMS/YESB/RZP-PO-956581,NEFT/RZP-PO-956581/SETTL/ZOMA,99769,0,INR,2026-03-17,2026-03-17T03:40:00+00:00
BNK_3090,CMS/ICIC/RZP-PO-499943,CMS/RZP-PO-499943/TATA,59600,0,INR,2026-03-02,2026-03-02T06:05:00+00:00
BNK_3026,CMS/ICIC/RZP-PO-223475,CMS/RZP-PO-223475/SWIG,24160,0,INR,2026-03-18,2026-03-18T11:41:00+00:00
BNK_3192,CMS/ICIC/RZP-ERR-216740,CMS/RZP-ERR-216740/FLIP,88780,0,INR,2026-03-01,2026-03-01T18:03:00+00:00
BNK_3388,CMS/YESB/RZP-MAL-256955,CMS/RZP-MAL-256955/FLIP,66740,0,INR,2026-03-16,2026-03-16T10:58:00+00:00
BNK_3161,CMS/YESB/RZP-PO-348204,NEFT/RZP-PO-348204/SETTL/NYKA,63232,0,INR,2026-03-08,2026-03-08T12:42:00+00:00
BNK_3101,NEFT/ICIC/RZP-SPLIT-559143/PART1,NEFT/RZP-SPLIT-559143/PART1/RELI,27195,0,INR,2026-03-13,2026-03-13T21:00:00+00:00
BNK_3179,CMS/ICIC/RZP-PO-664201,CMS/RZP-PO-664201/TATA,238490,0,INR,2026-03-02,2026-03-02T10:51:00+00:00
BNK_3036,RTGS/YESB/RZP-BATCH-180027,RTGS/RZP-BATCH-180027/MERCHANT-SETTLE,313816,0,INR,2026-03-22,2026-03-22T10:35:00+00:00
BNK_3086,CMS/YESB/RZP-REV-651936,CMS/RZP-REV-651936/ADJUSTED/SWIG,138669,0,INR,2026-03-22,2026-03-22T12:28:00+00:00
BNK_3322,NEFT/UTIB/RZP-SPLIT-552084/PART2,NEFT/RZP-SPLIT-552084/PART2/FLIP,4758,0,INR,2026-03-21,2026-03-21T15:38:00+00:00
BNK_3005,CMS/KKBK/RZP-ERR-830125,CMS/RZP-ERR-830125/FLIP,249440,0,INR,2026-03-21,2026-03-21T08:57:00+00:00
BNK_3027,CMS/SBIN/RZP-PO-186322,CMS/RZP-PO-186322/RELI,82210,0,INR,2026-03-15,2026-03-15T14:50:00+00:00
BNK_3059,CMS/ICIC/RZP-PO-517420,CMS/RZP-PO-517420/SWIG,197580,0,INR,2026-03-14,2026-03-14T22:22:00+00:00
BNK_3210,RTGS/YESB/RZP-BATCH-854214,RTGS/RZP-BATCH-854214/MERCHANT-SETTLE,102185,0,INR,2026-03-20,2026-03-20T14:35:00+00:00
BNK_3296,UPI/7053**/UTIB,UPI/CR/7053**/RELIPAY/0039482710/RZPNOISY705309,127518,0,INR,2026-03-02,2026-03-02T01:46:00+00:00
BNK_3305,CMS/SBIN/RZP-PO-120935,CMS/RZP-PO-120935/TATA,9500,0,INR,2026-03-17,2026-03-17T14:19:00+00:00
BNK_3123,RTGS/KKBK/RZP-BATCH-706105,RTGS/RZP-BATCH-706105/MERCHANT-SETTLE,314729,0,INR,2026-03-18,2026-03-18T06:55:00+00:00
BNK_3368,CMS/HDFC/RZP-PO-206817,CMS/RZP-PO-206817/TATA,124590,0,INR,2026-03-11,2026-03-11T08:10:00+00:00
BNK_3343,NEFT/UTIB/RZP-SPLIT-325441/PART2,NEFT/RZP-SPLIT-325441/PART2/AMZN,60050,0,INR,2026-03-21,2026-03-21T10:35:00+00:00
BNK_3183,RTGS/ICIC/RZP-BATCH-224429,RTGS/RZP-BATCH-224429/MERCHANT-SETTLE,168943,0,INR,2026-03-19,2026-03-19T06:33:00+00:00
BNK_3294,CMS/ICIC/RZP-PO-768017,CMS/RZP-PO-768017/UBER,84050,0,INR,2026-03-08,2026-03-08T23:03:00+00:00
BNK_3382,CMS/UTIB/RZP-PO-398218,CMS/RZP-PO-398218/ZOMA,15660,0,INR,2026-03-05,2026-03-05T00:18:00+00:00
BNK_3283,RTGS/KKBK/RZP-BATCH-717773,RTGS/RZP-BATCH-717773/MERCHANT-SETTLE,69257,0,INR,2026-03-06,2026-03-06T16:24:00+00:00
BNK_3147,CMS/KKBK/RZP-PO-992584,NEFT/RZP-PO-992584/SETTL/ZOMA,19734,0,INR,2026-03-15,2026-03-15T06:42:00+00:00
BNK_3371,UPI/7547**/KKBK,UPI/CR/7547**/NYKAPAY/0039482710/RZPNOISY754733,118139,0,INR,2026-03-14,2026-03-14T09:33:00+00:00
BNK_3181,CMS/UTIB/RZP-DUP-683587,CMS/RZP-DUP-683587/AMZN,12590,0,INR,2026-03-03,2026-03-03T02:34:00+00:00
BNK_3047,CMS/HDFC/RZP-PO-802851,CMS/RZP-PO-802851/RELI,96070,0,INR,2026-03-06,2026-03-06T11:02:00+00:00
BNK_3308,NEFT/KKBK/RZP-SPLIT-454158/PART1,NEFT/RZP-SPLIT-454158/PART1/TATA,47064,0,INR,2026-03-16,2026-03-16T14:39:00+00:00
BNK_3125,CMS/HDFC/RZP-PO-388808,CMS/RZP-PO-388808/TATA,173390,0,INR,2026-03-21,2026-03-21T16:29:00+00:00
BNK_3262,CMS/YESB/RZP-PO-460743,NEFT/RZP-PO-460743/SETTL/UBER,105364,0,INR,2026-03-12,2026-03-12T02:26:00+00:00
BNK_3261,GENERIC/SETTLE/SBIN,GENERIC SETTLEMENT CREDIT 130780,71740,0,INR,2026-03-05,2026-03-05T11:26:00+00:00
BNK_3333,CMS/HDFC/RZP-PO-654397,NEFT/RZP-PO-654397/SETTL/SWIG,138669,0,INR,2026-03-18,2026-03-18T07:24:00+00:00
BNK_3302,CMS/HDFC/RZP-PO-512035,NEFT/RZP-PO-512035/SETTL/BLNK,194324,0,INR,2026-03-06,2026-03-06T04:30:00+00:00
BNK_3357,NEFT/HDFC/RZP-SPLIT-511834/PART1,NEFT/RZP-SPLIT-511834/PART1/TATA,106369,0,INR,2026-03-11,2026-03-11T05:18:00+00:00
BNK_3394,CMS/HDFC/RZP-PO-220145,NEFT/RZP-PO-220145/SETTL/SWIG,64082,0,INR,2026-03-15,2026-03-15T06:24:00+00:00
BNK_3306,RTGS/HDFC/RZP-BATCH-620687,RTGS/RZP-BATCH-620687/MERCHANT-SETTLE,223098,0,INR,2026-03-19,2026-03-19T11:01:00+00:00
BNK_3154,CMS/YESB/RZP-PO-858948,CMS/RZP-PO-858948/AMZN,233380,0,INR,2026-03-11,2026-03-11T08:28:00+00:00
BNK_3271,CMS/YESB/RZP-PO-632092,CMS/RZP-PO-632092/UBER,200380,0,INR,2026-03-21,2026-03-21T10:17:00+00:00
BNK_3340,RTGS/UTIB/RZP-BATCH-759094,RTGS/RZP-BATCH-759094/MERCHANT-SETTLE,199460,0,INR,2026-03-17,2026-03-17T02:22:00+00:00
BNK_3175,CMS/KKBK/RZP-PO-395600,CMS/RZP-PO-395600/UBER,72040,0,INR,2026-03-04,2026-03-04T14:40:00+00:00
BNK_3131,CMS/HDFC/RZP-PO-791149,NEFT/RZP-PO-791149/SETTL/RELI,181591,0,INR,2026-03-06,2026-03-06T21:11:00+00:00
BNK_3376,CMS/SBIN/RZP-PO-594859,CMS/RZP-PO-594859/BLNK,151030,0,INR,2026-03-17,2026-03-17T15:24:00+00:00
BNK_3237,CMS/ICIC/RZP-PO-236800,CMS/RZP-PO-236800/ZOMA,155980,0,INR,2026-03-04,2026-03-04T20:22:00+00:00
BNK_3130,RTGS/SBIN/RZP-BATCH-977929,RTGS/RZP-BATCH-977929/MERCHANT-SETTLE,356153,0,INR,2026-03-11,2026-03-11T07:13:00+00:00
BNK_3204,NEFT/UTIB/RZP-SPLIT-497237/PART1,NEFT/RZP-SPLIT-497237/PART1/AMZN,81075,0,INR,2026-03-19,2026-03-19T20:29:00+00:00
BNK_3337,CMS/KKBK/RZP-PO-411768,CMS/RZP-PO-411768/SWIG,165060,0,INR,2026-03-22,2026-03-22T00:37:00+00:00
BNK_3144,CMS/ICIC/RZP-PO-884827,CMS/RZP-PO-884827/UBER,39140,0,INR,2026-03-12,2026-03-12T22:16:00+00:00
BNK_3266,UPI/9123**/SBIN,UPI/CR/9123**/SWIGPAY/0039482710/RZPNOISY912308,62946,0,INR,2026-03-13,2026-03-13T04:22:00+00:00
BNK_3149,CMS/KKBK/RZP-PO-309764,CMS/RZP-PO-309764/RELI,142040,0,INR,2026-03-04,2026-03-04T00:01:00+00:00
BNK_3344,NEFT/ICIC/RZP-SPLIT-552827/PART1,NEFT/RZP-SPLIT-552827/PART1/UBER,44267,0,INR,2026-03-04,2026-03-04T02:13:00+00:00
BNK_3289,CMS/ICIC/RZP-PO-751676,NEFT/RZP-PO-751676/SETTL/RELI,172853,0,INR,2026-03-10,2026-03-10T10:20:00+00:00
BNK_3156,CMS/HDFC/RZP-REV-260511,CMS/RZP-REV-260511/ADJUSTED/UBER,68406,0,INR,2026-03-05,2026-03-05T12:17:00+00:00
BNK_3180,RTGS/ICIC/RZP-BATCH-930772,RTGS/RZP-BATCH-930772/MERCHANT-SETTLE,346147,0,INR,2026-03-11,2026-03-11T04:17:00+00:00
BNK_3316,CMS/KKBK/RZP-PO-469131,NEFT/RZP-PO-469131/SETTL/RELI,51955,0,INR,2026-03-06,2026-03-06T12:15:00+00:00
BNK_3198,NEFT/KKBK/RZP-DELAY-699311,NEFT/RZP-DELAY-699311/FLIP,96040,0,INR,2026-03-20,2026-03-20T13:44:00+00:00
BNK_3278,CMS/ICIC/RZP-PO-388250,NEFT/RZP-PO-388250/SETTL/SWIG,81549,0,INR,2026-03-04,2026-03-04T11:57:00+00:00
BNK_3345,NEFT/ICIC/RZP-SPLIT-552827/PART2,NEFT/RZP-SPLIT-552827/PART2/UBER,44267,0,INR,2026-03-04,2026-03-04T06:13:00+00:00
BNK_3209,CMS/UTIB/RZP-PO-577571,CMS/RZP-PO-577571/BLNK,25110,0,INR,2026-03-09,2026-03-09T20:28:00+00:00
BNK_3023,CMS/HDFC/RZP-REV-813046,CMS/RZP-REV-813046/ADJUSTED/FLIP,101768,0,INR,2026-03-07,2026-03-07T08:39:00+00:00
BNK_3310,CMS/ICIC/RZP-PO-737265,CMS/RZP-PO-737265/NYKA,125780,0,INR,2026-03-17,2026-03-17T13:15:00+00:00
BNK_3222,CMS/SBIN/RZP-PO-429399,CMS/RZP-PO-429399/UBER,74240,0,INR,2026-03-15,2026-03-15T22:44:00+00:00
BNK_3216,RTGS/UTIB/RZP-BATCH-131989,RTGS/RZP-BATCH-131989/MERCHANT-SETTLE,239709,0,INR,2026-03-14,2026-03-14T01:42:00+00:00
BNK_3134,RTGS/ICIC/RZP-BATCH-502655,RTGS/RZP-BATCH-502655/MERCHANT-SETTLE,170717,0,INR,2026-03-10,2026-03-10T10:54:00+00:00
BNK_3307,CMS/HDFC/RZP-PO-846774,CMS/RZP-PO-846774/AMZN,32170,0,INR,2026-03-09,2026-03-09T21:40:00+00:00
BNK_3182,CMS/UTIB/RZP-PO-949889,NEFT/RZP-PO-949889/SETTL/AMZN,115265,0,INR,2026-03-12,2026-03-12T11:06:00+00:00
BNK_3067,RTGS/HDFC/RZP-BATCH-343564,RTGS/RZP-BATCH-343564/MERCHANT-SETTLE,304703,0,INR,2026-03-11,2026-03-11T10:46:00+00:00
BNK_3122,CMS/HDFC/RZP-PO-167234,NEFT/RZP-PO-167234/SETTL/NYKA,76755,0,INR,2026-03-13,2026-03-13T08:46:00+00:00
BNK_3265,RTGS/KKBK/RZP-BATCH-575028,RTGS/RZP-BATCH-575028/MERCHANT-SETTLE,340885,0,INR,2026-03-10,2026-03-10T19:08:00+00:00
BNK_3270,CMS/YESB/RZP-PO-826793,NEFT/RZP-PO-826793/SETTL/TATA,195984,0,INR,2026-03-10,2026-03-10T19:04:00+00:00
BNK_3126,RTGS/ICIC/RZP-BATCH-187520,RTGS/RZP-BATCH-187520/MERCHANT-SETTLE,345893,0,INR,2026-03-22,2026-03-22T18:43:00+00:00
BNK_3194,CMS/HDFC/RZP-PO-824742,CMS/RZP-PO-824742/BLNK,187330,0,INR,2026-03-22,2026-03-22T07:27:00+00:00
BNK_3085,CMS/SBIN/RZP-REV-662833,CMS/RZP-REV-662833/ADJUSTED/UBER,110644,0,INR,2026-03-22,2026-03-22T01:22:00+00:00
BNK_3022,CMS/UTIB/RZP-PO-515109,NEFT/RZP-PO-515109/SETTL/AMZN,192156,0,INR,2026-03-15,2026-03-15T10:03:00+00:00
BNK_3136,UPI/5899**/YESB,UPI/CR/5899**/AMZNPAY/0039482710/RZPNOISY589900,143110,0,INR,2026-03-12,2026-03-12T19:41:00+00:00
BNK_3319,CMS/KKBK/RZP-PO-312156,NEFT/RZP-PO-312156/SETTL/UBER,187499,0,INR,2026-03-10,2026-03-10T05:38:00+00:00
BNK_3214,CMS/SBIN/RZP-DUP-593359,CMS/RZP-DUP-593359/SWIG,61120,0,INR,2026-03-20,2026-03-20T10:23:00+00:00
BNK_3226,NEFT/HDFC/RZP-SPLIT-152759/PART1,NEFT/RZP-SPLIT-152759/PART1/BLNK,103160,0,INR,2026-03-10,2026-03-10T15:08:00+00:00
BNK_3252,NEFT/KKBK/RZP-DELAY-323535,NEFT/RZP-DELAY-323535/FLIP,154110,0,INR,2026-03-13,2026-03-13T05:34:00+00:00
BNK_3039,CMS/UTIB/RZP-PO-209420,CMS/RZP-PO-209420/NYKA,111130,0,INR,2026-03-17,2026-03-17T12:32:00+00:00
BNK_3174,NEFT/ICIC/RZP-SPLIT-779984/PART2,NEFT/RZP-SPLIT-779984/PART2/FLIP,20512,0,INR,2026-03-23,2026-03-23T02:59:00+00:00
BNK_3081,CMS/SBIN/RZP-PO-140476,NEFT/RZP-PO-140476/SETTL/UBER,46057,0,INR,2026-03-18,2026-03-18T11:46:00+00:00
BNK_3082,CMS/YESB/RZP-DUP-494130,CMS/RZP-DUP-494130/MYNT,143410,0,INR,2026-03-18,2026-03-18T21:41:00+00:00
BNK_3112,NEFT/ICIC/RZP-DELAY-841970,NEFT/RZP-DELAY-841970/MYNT,183500,0,INR,2026-03-12,2026-03-12T07:57:00+00:00
BNK_3272,CMS/KKBK/RZP-PO-334909,CMS/RZP-PO-334909/TATA,36400,0,INR,2026-03-16,2026-03-16T23:05:00+00:00
BNK_3011,CMS/UTIB/RZP-PO-982022,CMS/RZP-PO-982022/NYKA,38070,0,INR,2026-03-03,2026-03-03T10:29:00+00:00
BNK_3379,RTGS/YESB/RZP-BATCH-363504,RTGS/RZP-BATCH-363504/MERCHANT-SETTLE,128900,0,INR,2026-03-06,2026-03-06T19:39:00+00:00
BNK_3155,CMS/ICIC/RZP-PO-191713,CMS/RZP-PO-191713/AMZN,170720,0,INR,2026-03-07,2026-03-07T16:05:00+00:00
BNK_3089,RTGS/HDFC/RZP-BATCH-117992,RTGS/RZP-BATCH-117992/MERCHANT-SETTLE,280075,0,INR,2026-03-23,2026-03-23T04:27:00+00:00
BNK_3049,NEFT/HDFC/RZP-SPLIT-114163/PART1,NEFT/RZP-SPLIT-114163/PART1/RELI,27852,0,INR,2026-03-07,2026-03-07T09:51:00+00:00
BNK_3297,CMS/SBIN/RZP-DUP-403567,CMS/RZP-DUP-403567/AMZN,31250,0,INR,2026-03-21,2026-03-21T05:21:00+00:00
BNK_3367,CMS/KKBK/RZP-PO-913526,NEFT/RZP-PO-913526/SETTL/ZOMA,82487,0,INR,2026-03-19,2026-03-19T06:22:00+00:00
BNK_3381,CMS/KKBK/RZP-ERR-604338,CMS/RZP-ERR-604338/ZOMA,71900,0,INR,2026-03-06,2026-03-06T15:33:00+00:00
BNK_3256,NEFT/KKBK/RZP-SPLIT-639705/PART1,NEFT/RZP-SPLIT-639705/PART1/BLNK,28420,0,INR,2026-03-18,2026-03-18T18:58:00+00:00
BNK_3315,CMS/ICIC/RZP-DUP-580057,CMS/RZP-DUP-580057/UBER,213730,0,INR,2026-03-12,2026-03-12T03:00:00+00:00
BNK_3091,RTGS/HDFC/RZP-BATCH-448343,RTGS/RZP-BATCH-448343/MERCHANT-SETTLE,317953,0,INR,2026-03-03,2026-03-03T15:48:00+00:00
BNK_3374,GENERIC/SETTLE/KKBK,GENERIC SETTLEMENT CREDIT 444379,152240,0,INR,2026-03-10,2026-03-10T18:56:00+00:00
BNK_3165,NEFT/KKBK/RZP-SPLIT-479260/PART2,NEFT/RZP-SPLIT-479260/PART2/AMZN,42733,0,INR,2026-03-18,2026-03-18T06:03:00+00:00
BNK_3025,UPI/5127**/SBIN,UPI/CR/5127**/AMZNPAY/0039482710/RZPNOISY512774,57458,0,INR,2026-03-16,2026-03-16T03:52:00+00:00
BNK_3115,NEFT/UTIB/RZP-SPLIT-910229/PART1,NEFT/RZP-SPLIT-910229/PART1/UBER,58829,0,INR,2026-03-05,2026-03-05T11:04:00+00:00
BNK_3273,CMS/UTIB/RZP-MAL-180931,CMS/RZP-MAL-180931/ZOMA,11850,0,INR,2026-03-22,2026-03-22T16:42:00+00:00
BNK_3066,NEFT/SBIN/RZP-DELAY-791485,NEFT/RZP-DELAY-791485/AMZN,72360,0,INR,2026-03-21,2026-03-21T02:41:00+00:00
BNK_3114,CMS/SBIN/RZP-ERR-285532,CMS/RZP-ERR-285532/UBER,90400,0,INR,2026-03-15,2026-03-15T15:43:00+00:00
BNK_3325,RTGS/KKBK/RZP-BATCH-480020,RTGS/RZP-BATCH-480020/MERCHANT-SETTLE,138191,0,INR,2026-03-07,2026-03-07T20:25:00+00:00
BNK_3233,CMS/SBIN/RZP-PO-953955,CMS/RZP-PO-953955/AMZN,212420,0,INR,2026-03-23,2026-03-23T07:08:00+00:00
BNK_3329,NEFT/HDFC/RZP-DELAY-175618,NEFT/RZP-DELAY-175618/UBER,166080,0,INR,2026-03-11,2026-03-11T02:47:00+00:00
BNK_3293,UPI/6033**/HDFC,UPI/CR/6033**/TATAPAY/0039482710/RZPNOISY603377,54773,0,INR,2026-03-09,2026-03-09T16:02:00+00:00
BNK_3055,RTGS/KKBK/RZP-BATCH-596321,RTGS/RZP-BATCH-596321/MERCHANT-SETTLE,197579,0,INR,2026-03-08,2026-03-08T16:00:00+00:00
BNK_3219,CMS/YESB/RZP-DUP-926185,CMS/RZP-DUP-926185/TATA,50640,0,INR,2026-03-19,2026-03-19T05:40:00+00:00
BNK_3158,GENERIC/SETTLE/SBIN,GENERIC SETTLEMENT CREDIT 342059,210320,0,INR,2026-03-14,2026-03-14T22:37:00+00:00
BNK_3009,RTGS/ICIC/RZP-BATCH-455188,RTGS/RZP-BATCH-455188/MERCHANT-SETTLE,85085,0,INR,2026-03-09,2026-03-09T16:37:00+00:00
BNK_3372,RTGS/SBIN/RZP-BATCH-595032,RTGS/RZP-BATCH-595032/MERCHANT-SETTLE,207889,0,INR,2026-03-14,2026-03-14T05:43:00+00:00
BNK_3303,CMS/YESB/RZP-PO-110492,CMS/RZP-PO-110492/UBER,46130,0,INR,2026-03-15,2026-03-15T07:46:00+00:00
BNK_3045,CMS/YESB/RZP-REV-506709,CMS/RZP-REV-506709/ADJUSTED/FLIP,32769,0,INR,2026-03-19,2026-03-19T03:25:00+00:00
BNK_3153,CMS/UTIB/RZP-PO-613681,CMS/RZP-PO-613681/MYNT,207510,0,INR,2026-03-19,2026-03-19T17:44:00+00:00
BNK_3309,NEFT/KKBK/RZP-SPLIT-454158/PART2,NEFT/RZP-SPLIT-454158/PART2/TATA,47065,0,INR,2026-03-16,2026-03-16T18:39:00+00:00
BNK_3160,CMS/YESB/RZP-PO-182228,NEFT/RZP-PO-182228/SETTL/SWIG,35483,0,INR,2026-03-08,2026-03-08T00:52:00+00:00
BNK_3342,NEFT/UTIB/RZP-SPLIT-325441/PART1,NEFT/RZP-SPLIT-325441/PART1/AMZN,60049,0,INR,2026-03-21,2026-03-21T06:35:00+00:00
BNK_3286,NEFT/ICIC/RZP-DELAY-935727,NEFT/RZP-DELAY-935727/FLIP,72030,0,INR,2026-03-11,2026-03-11T15:29:00+00:00
BNK_3285,CMS/KKBK/RZP-PO-127026,CMS/RZP-PO-127026/SWIG,223750,0,INR,2026-03-14,2026-03-14T10:35:00+00:00
BNK_3148,CMS/KKBK/RZP-PO-214955,CMS/RZP-PO-214955/AMZN,176390,0,INR,2026-03-08,2026-03-08T20:03:00+00:00
BNK_3108,CMS/HDFC/RZP-PO-968289,NEFT/RZP-PO-968289/SETTL/ZOMA,207017,0,INR,2026-03-17,2026-03-17T09:55:00+00:00
BNK_3370,CMS/ICIC/RZP-PO-936639,NEFT/RZP-PO-936639/SETTL/SWIG,118282,0,INR,2026-03-07,2026-03-07T00:12:00+00:00
BNK_3339,CMS/KKBK/RZP-REV-937077,CMS/RZP-REV-937077/ADJUSTED/NYKA,41309,0,INR,2026-03-13,2026-03-13T19:26:00+00:00
BNK_3150,RTGS/HDFC/RZP-BATCH-400715,RTGS/RZP-BATCH-400715/MERCHANT-SETTLE,160535,0,INR,2026-03-19,2026-03-19T02:58:00+00:00
BNK_3235,CMS/SBIN/RZP-PO-301541,CMS/RZP-PO-301541/SWIG,26650,0,INR,2026-03-08,2026-03-08T13:08:00+00:00
BNK_3127,CMS/SBIN/RZP-PO-923774,CMS/RZP-PO-923774/RELI,210090,0,INR,2026-03-09,2026-03-09T03:10:00+00:00
BNK_3064,CMS/UTIB/RZP-PO-697300,CMS/RZP-PO-697300/RELI,113290,0,INR,2026-03-03,2026-03-03T07:41:00+00:00
BNK_3392,CMS/SBIN/RZP-PO-870597,CMS/RZP-PO-870597/NYKA,47690,0,INR,2026-03-02,2026-03-02T20:33:00+00:00
BNK_3004,CMS/ICIC/RZP-PO-295352,CMS/RZP-PO-295352/AMZN,226190,0,INR,2026-03-22,2026-03-22T16:13:00+00:00
BNK_3044,RTGS/UTIB/RZP-BATCH-772354,RTGS/RZP-BATCH-772354/MERCHANT-SETTLE,106448,0,INR,2026-03-15,2026-03-15T15:30:00+00:00
BNK_3238,UPI/5739**/UTIB,UPI/CR/5739**/BLNKPAY/0039482710/RZPNOISY573961,127890,0,INR,2026-03-16,2026-03-16T02:34:00+00:00
BNK_3213,NEFT/HDFC/RZP-DELAY-135798,NEFT/RZP-DELAY-135798/FLIP,5850,0,INR,2026-03-17,2026-03-17T19:25:00+00:00
BNK_3298,CMS/YESB/RZP-PO-830551,CMS/RZP-PO-830551/NYKA,121200,0,INR,2026-03-21,2026-03-21T04:47:00+00:00
BNK_3107,CMS/SBIN/RZP-PO-180988,CMS/RZP-PO-180988/RELI,179350,0,INR,2026-03-16,2026-03-16T16:42:00+00:00
BNK_3335,CMS/KKBK/RZP-REV-379463,CMS/RZP-REV-379463/ADJUSTED/FLIP,71130,0,INR,2026-03-12,2026-03-12T15:01:00+00:00
BNK_3299,CMS/HDFC/RZP-DUP-828466,CMS/RZP-DUP-828466/ZOMA,182680,0,INR,2026-03-09,2026-03-09T00:17:00+00:00
BNK_3001,NEFT/KKBK/RZP-DELAY-606866,NEFT/RZP-DELAY-606866/FLIP,48270,0,INR,2026-03-25,2026-03-25T07:31:00+00:00
BNK_3033,UPI/3985**/SBIN,UPI/CR/3985**/ZOMAPAY/0039482710/RZPNOISY398587,144266,0,INR,2026-03-11,2026-03-11T06:06:00+00:00
BNK_3019,UPI/6348**/KKBK,UPI/CR/6348**/NYKAPAY/0039482710/RZPNOISY634836,243285,0,INR,2026-03-20,2026-03-20T11:18:00+00:00
BNK_3326,UPI/7662**/HDFC,UPI/CR/7662**/BLNKPAY/0039482710/RZPNOISY766275,64112,0,INR,2026-03-13,2026-03-13T17:56:00+00:00
BNK_3100,CMS/UTIB/RZP-REV-959964,CMS/RZP-REV-959964/ADJUSTED/MYNT,10555,0,INR,2026-03-18,2026-03-18T15:55:00+00:00
